HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,SWP_SG,SV_POS,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z
a,523682,0.000,0.000,36.000,0.000,2.021,-0.231,-0.241,-0.957,0.188,9.869,0.232
a,523686,0.000,0.000,36.000,0.000,2.065,-0.216,0.094,0.417,0.168,9.863,0.254
a,523689,0.000,0.000,36.000,0.000,1.978,-0.063,0.186,-0.637,0.170,9.874,0.254
a,523693,0.000,0.000,36.000,0.000,2.021,0.013,0.033,0.096,0.220,9.886,0.277
a,523697,0.000,0.000,36.000,0.000,2.021,-0.124,-0.074,-0.469,0.168,9.865,0.235
a,523701,0.000,0.000,36.000,0.000,2.065,-0.155,-0.012,0.417,0.168,9.865,0.291
a,523705,0.000,0.000,36.000,0.000,1.978,0.059,-0.180,0.783,0.188,9.880,0.239
a,523709,0.000,0.000,36.000,0.000,2.065,0.013,-0.180,0.142,0.150,9.863,0.250
a,523713,0.000,0.000,36.000,0.000,2.021,0.166,-0.074,0.127,0.172,9.859,0.241
a,523717,0.000,0.000,36.000,0.000,2.021,-0.170,-0.241,-0.637,0.186,9.883,0.241
a,523721,0.000,0.000,36.000,0.000,1.978,0.120,0.033,0.081,0.174,9.872,0.241
a,523725,0.000,0.000,36.000,0.000,2.065,0.013,0.079,-0.255,0.181,9.875,0.250
a,523729,0.000,0.000,36.000,0.000,1.978,0.120,0.140,0.081,0.186,9.884,0.255
a,523733,0.000,0.000,36.000,0.000,2.065,-0.170,0.186,-0.957,0.170,9.874,0.263
a,523738,0.000,0.000,36.000,0.000,1.978,0.120,0.278,0.707,0.178,9.883,0.257
a,523741,0.000,0.000,36.000,0.000,2.021,-0.063,0.049,-0.469,0.178,9.880,0.267
a,523745,0.000,0.000,36.000,0.000,2.021,0.166,-0.028,-0.316,0.164,9.861,0.289
a,523749,0.000,0.000,36.000,0.000,2.021,-0.048,0.155,0.692,0.172,9.874,0.272
a,523753,0.000,0.000,36.000,0.000,2.021,-0.216,-0.058,-0.148,0.188,9.858,0.260
a,523757,0.000,0.000,36.000,0.000,2.065,0.166,-0.135,0.188,0.181,9.888,0.266
a,523761,0.000,0.000,36.000,0.000,1.978,0.273,-0.303,-0.057,0.201,9.881,0.255
a,523765,0.000,0.000,36.000,0.000,2.021,0.013,-0.012,0.142,0.152,9.871,0.242
a,523769,0.000,0.000,36.000,0.000,1.978,0.151,-0.028,-0.652,0.188,9.890,0.265
a,523773,0.000,0.000,36.000,0.000,1.978,-0.261,0.049,0.737,0.172,9.869,0.229
a,523777,0.000,0.000,36.000,0.000,1.978,0.029,0.155,0.905,0.170,9.880,0.260
a,523782,0.000,0.000,36.000,0.000,2.065,0.166,-0.058,0.462,0.163,9.846,0.244
a,523786,0.000,0.000,36.000,0.000,1.978,-0.048,0.247,0.188,0.188,9.872,0.254
a,523790,0.000,0.000,36.000,0.000,2.065,-0.124,0.033,-1.125,0.192,9.871,0.266
a,523793,0.000,0.000,36.000,0.000,2.065,-0.124,0.308,-0.698,0.164,9.870,0.265
a,523797,0.000,0.000,36.000,0.000,2.021,-0.216,-0.028,0.249,0.165,9.844,0.253
a,523801,0.000,0.000,36.000,0.000,2.021,-0.109,-0.058,0.249,0.172,9.880,0.235
a,523805,0.000,0.000,36.000,0.000,2.021,-0.109,-0.272,0.356,0.192,9.874,0.263
a,523810,0.000,0.000,36.000,0.000,1.978,-0.384,0.033,-0.912,0.183,9.884,0.243
a,523814,0.000,0.000,36.000,0.000,2.065,0.120,-0.196,-0.057,0.183,9.887,0.239
a,523818,0.000,0.000,36.000,0.000,1.978,-0.124,-0.196,-0.912,0.160,9.869,0.244
a,523821,0.000,0.000,36.000,0.000,1.978,-0.093,-0.043,0.905,0.163,9.843,0.256
a,523825,0.000,0.000,36.000,0.000,1.978,0.166,0.079,-0.270,0.194,9.911,0.261
a,523829,0.000,0.000,36.000,0.000,2.021,0.349,0.369,1.043,0.164,9.878,0.265
a,523833,0.000,0.000,36.000,0.000,2.021,-0.170,0.262,-1.293,0.176,9.883,0.290
a,523837,0.000,0.000,36.000,0.000,1.978,0.181,-0.196,0.844,0.186,9.887,0.265
a,523841,0.000,0.000,36.000,0.000,1.934,0.013,-0.058,-0.148,0.160,9.829,0.253
a,523845,0.000,0.000,36.000,0.000,2.021,0.044,0.140,-0.973,0.183,9.892,0.253
a,523849,0.000,0.000,36.000,0.000,1.978,0.013,-0.074,-0.148,0.165,9.862,0.253
a,523853,0.000,0.000,36.000,0.000,2.021,0.013,-0.135,0.142,0.214,9.883,0.259
a,523857,0.000,0.000,36.000,0.000,1.978,0.029,-0.089,-2.011,0.181,9.890,0.250
a,523861,0.000,0.000,36.000,0.000,1.978,-0.032,0.064,1.012,0.164,9.851,0.261
a,523865,0.000,0.000,36.000,0.000,2.021,0.059,-0.241,0.188,0.192,9.861,0.250
a,523869,0.000,0.000,36.000,0.000,2.021,0.013,-0.135,0.096,0.176,9.877,0.256
a,523873,0.000,0.000,36.000,0.000,2.021,-0.093,-0.012,1.501,0.176,9.847,0.253
a,523877,0.000,0.000,36.000,0.000,2.021,0.059,0.201,0.829,0.188,9.889,0.236
a,523881,0.000,0.000,36.000,0.000,1.978,0.151,-0.241,-0.698,0.194,9.881,0.273
a,523886,0.000,0.000,36.000,0.000,2.021,0.059,0.003,0.829,0.160,9.865,0.250
a,523890,0.000,0.000,36.000,0.000,2.021,-0.002,-0.058,-0.530,0.163,9.858,0.273
a,523893,0.000,0.000,36.000,0.000,2.021,-0.261,0.171,0.630,0.189,9.883,0.238
a,523897,0.000,0.000,36.000,0.000,2.021,0.059,0.079,-0.163,0.158,9.861,0.243
