HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SV_POS
a,240466,0.000,3.266,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.820
a,240470,0.000,-5.679,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.252
a,240474,0.000,-9.996,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,240478,0.000,-6.160,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.227
a,240482,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.096
a,240486,0.000,8.061,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.043
a,240490,0.000,9.540,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.800
a,240494,0.000,3.226,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.402
a,240498,0.000,-5.725,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,240502,0.000,-9.997,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.394
a,240506,0.000,-6.094,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.633
a,240510,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.228
a,240514,0.000,8.069,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.087
a,240518,0.000,9.532,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.205
a,240522,0.000,3.187,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,240526,0.000,-5.771,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.383
a,240530,0.000,-9.999,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.777
a,240534,0.000,-6.027,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.237
a,240538,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.030
a,240542,0.000,8.077,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.087
a,240546,0.000,9.523,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.590
a,240550,0.000,3.147,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.108
a,240554,0.000,-5.816,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,240558,0.000,-10.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.161
a,240562,0.000,-5.960,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.105
a,240566,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.175
a,240570,0.000,8.085,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.043
a,240574,0.000,9.515,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.699
a,240578,0.000,3.107,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.337
a,240582,0.000,-5.862,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.977
a,240586,0.000,-10.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.611
a,240590,0.000,-5.893,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.996
a,240594,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.526
a,240598,0.000,8.094,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.087
a,240602,0.000,9.506,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.930
a,240606,0.000,3.068,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.117
a,240610,0.000,-5.907,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,240614,0.000,-10.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.975
a,240618,0.000,-5.825,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.237
a,240622,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.206
a,240626,0.000,8.102,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,240630,0.000,9.498,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.229
a,240634,0.000,3.028,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.502
a,240638,0.000,-5.952,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,240642,0.000,-9.999,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.887
a,240646,0.000,-5.756,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.787
a,240650,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.240
a,240654,0.000,8.110,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,240658,0.000,9.489,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,240662,0.000,2.988,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.722
a,240666,0.000,-5.996,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,240670,0.000,-9.998,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,240674,0.000,-5.688,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.008
a,240678,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.612
a,240682,0.000,8.118,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.943
a,240686,0.000,9.480,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.337
a,240690,0.000,2.948,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.975
a,240694,0.000,-6.041,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,240698,0.000,-9.997,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.975
a,240702,0.000,-5.619,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.084
a,240706,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.030
a,240710,0.000,8.126,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,240714,0.000,9.471,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.536
a,240718,0.000,2.908,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.084
a,240722,0.000,-6.085,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,240726,0.000,-9.995,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.667
a,240730,0.000,-5.549,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.589
a,240734,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.865
a,240738,0.000,8.134,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,240742,0.000,9.462,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.131
a,240746,0.000,2.868,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.402
a,240750,0.000,-6.130,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,240754,0.000,-9.992,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.317
a,240758,0.000,-5.479,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.611
a,240762,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.646
a,240766,0.000,8.143,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.911
a,240770,0.000,9.453,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.864
a,240774,0.000,2.827,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.393
a,240778,0.000,-6.174,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,240782,0.000,-9.989,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,240786,0.000,-5.409,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.721
a,240790,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.658
a,240794,0.000,8.151,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.043
a,240798,0.000,9.444,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.381
a,240802,0.000,2.787,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.205
a,240806,0.000,-6.217,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.449
a,240810,0.000,-9.986,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.986
a,240814,0.000,-5.339,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.469
a,240818,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.854
a,240822,0.000,8.159,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.899
a,240826,0.000,9.435,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.008
a,240830,0.000,2.747,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,240834,0.000,-6.261,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,240838,0.000,-9.982,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,240842,0.000,-5.268,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.699
a,240846,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.911
a,240850,0.000,8.167,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,240854,0.000,9.425,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.471
a,240858,0.000,2.707,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,240862,0.000,-6.305,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.769
a,240866,0.000,-9.977,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,240870,0.000,-5.196,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.062
a,240874,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.043
a,240878,0.000,8.175,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,240882,0.000,9.416,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.755
a,240886,0.000,2.666,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.414
a,240890,0.000,-6.348,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.943
a,240894,0.000,-9.972,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.942
a,240898,0.000,-5.124,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.293
a,240902,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,240906,0.000,8.183,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,240910,0.000,9.407,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.680
a,240914,0.000,2.626,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.908
a,240918,0.000,-6.391,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.229
a,240922,0.000,-9.967,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.162
a,240926,0.000,-5.052,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.227
a,240930,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,240934,0.000,8.191,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,240938,0.000,9.397,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.502
a,240942,0.000,2.586,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.349
a,240946,0.000,-6.434,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.493
a,240950,0.000,-9.961,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.547
a,240954,0.000,-4.980,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,240958,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.262
a,240962,0.000,8.199,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,240966,0.000,9.387,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.140
a,240970,0.000,2.545,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.394
a,240974,0.000,-6.476,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,240978,0.000,-9.954,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,240982,0.000,-4.907,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.021
a,240986,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,240990,0.000,8.207,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,240994,0.000,9.378,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.523
a,240998,0.000,2.505,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.436
a,241002,0.000,-6.519,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.769
a,241006,0.000,-9.947,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,241010,0.000,-4.834,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.314
a,241014,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,241018,0.000,8.215,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241022,0.000,9.368,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.996
a,241026,0.000,2.464,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,241030,0.000,-6.561,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,241034,0.000,-9.940,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.711
a,241038,0.000,-4.761,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.131
a,241042,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,241046,0.000,8.223,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241050,0.000,9.358,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.073
a,241054,0.000,2.424,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.743
a,241058,0.000,-6.603,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,241062,0.000,-9.932,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.415
a,241066,0.000,-4.687,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.590
a,241070,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.252
a,241074,0.000,8.231,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,241078,0.000,9.348,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.568
a,241082,0.000,2.383,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.117
a,241086,0.000,-6.645,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,241090,0.000,-9.924,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.865
a,241094,0.000,-4.613,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.479
a,241098,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.383
a,241102,0.000,8.239,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241106,0.000,9.338,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.414
a,241110,0.000,2.342,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.019
a,241114,0.000,-6.686,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,241118,0.000,-9.915,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.646
a,241122,0.000,-4.538,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.183
a,241126,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.779
a,241130,0.000,8.247,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.746
a,241134,0.000,9.328,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.516
a,241138,0.000,2.301,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241142,0.000,-6.728,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,241146,0.000,-9.906,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.523
a,241150,0.000,-4.463,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.425
a,241154,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.306
a,241158,0.000,8.254,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,241162,0.000,9.318,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.175
a,241166,0.000,2.261,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.249
a,241170,0.000,-6.769,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.812
a,241174,0.000,-9.896,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.755
a,241178,0.000,-4.388,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,241182,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.812
a,241186,0.000,8.262,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241190,0.000,9.308,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.547
a,241194,0.000,2.220,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.699
a,241198,0.000,-6.810,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.681
a,241202,0.000,-9.885,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.580
a,241206,0.000,-4.313,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.634
a,241210,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,241214,0.000,8.270,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,241218,0.000,9.298,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.823
a,241222,0.000,2.179,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,241226,0.000,-6.851,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.461
a,241230,0.000,-9.875,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.637
a,241234,0.000,-4.237,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.128
a,241238,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.218
a,241242,0.000,8.278,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,241246,0.000,9.288,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,241250,0.000,2.138,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.581
a,241254,0.000,-6.891,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.769
a,241258,0.000,-9.863,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.899
a,241262,0.000,-4.161,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.790
a,241266,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.097
a,241270,0.000,8.286,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241274,0.000,9.277,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.205
a,241278,0.000,2.097,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.140
a,241282,0.000,-6.932,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.064
a,241286,0.000,-9.852,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,241290,0.000,-4.085,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.402
a,241294,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,241298,0.000,8.294,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,241302,0.000,9.267,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,241306,0.000,2.056,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.523
a,241310,0.000,-6.972,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.769
a,241314,0.000,-9.839,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.864
a,241318,0.000,-4.008,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.911
a,241322,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.702
a,241326,0.000,8.301,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,241330,0.000,9.256,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241334,0.000,2.015,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.271
a,241338,0.000,-7.012,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.317
a,241342,0.000,-9.827,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.074
a,241346,0.000,-3.931,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.776
a,241350,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.756
a,241354,0.000,8.309,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,241358,0.000,9.246,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.128
a,241362,0.000,1.974,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241366,0.000,-7.051,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.252
a,241370,0.000,-9.814,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241374,0.000,-3.854,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.479
a,241378,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.943
a,241382,0.000,8.317,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,241386,0.000,9.235,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241390,0.000,1.933,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.634
a,241394,0.000,-7.091,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,241398,0.000,-9.800,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241402,0.000,-3.777,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.205
a,241406,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.823
a,241410,0.000,8.325,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241414,0.000,9.224,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.712
a,241418,0.000,1.892,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.502
a,241422,0.000,-7.130,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,241426,0.000,-9.786,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.449
a,241430,0.000,-3.699,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.228
a,241434,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.603
a,241438,0.000,8.332,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241442,0.000,9.213,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.722
a,241446,0.000,1.851,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.536
a,241450,0.000,-7.169,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.769
a,241454,0.000,-9.771,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.668
a,241458,0.000,-3.621,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.149
a,241462,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.087
a,241466,0.000,8.340,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,241470,0.000,9.203,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.799
a,241474,0.000,1.810,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.370
a,241478,0.000,-7.208,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.252
a,241482,0.000,-9.756,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,241486,0.000,-3.543,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.073
a,241490,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241494,0.000,8.348,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241498,0.000,9.192,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241502,0.000,1.769,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.252
a,241506,0.000,-7.247,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.725
a,241510,0.000,-9.741,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.546
a,241514,0.000,-3.465,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.567
a,241518,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241522,0.000,8.355,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,241526,0.000,9.181,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.184
a,241530,0.000,1.727,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.689
a,241534,0.000,-7.285,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,241538,0.000,-9.725,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.887
a,241542,0.000,-3.386,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.930
a,241546,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.911
a,241550,0.000,8.363,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,241554,0.000,9.169,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.502
a,241558,0.000,1.686,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.831
a,241562,0.000,-7.323,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.449
a,241566,0.000,-9.708,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.402
a,241570,0.000,-3.307,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.547
a,241574,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.043
a,241578,0.000,8.371,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.043
a,241582,0.000,9.158,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.864
a,241586,0.000,1.645,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.502
a,241590,0.000,-7.361,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.581
a,241594,0.000,-9.691,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.140
a,241598,0.000,-3.228,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,241602,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.262
a,241606,0.000,8.378,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,241610,0.000,9.147,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.446
a,241614,0.000,1.604,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.019
a,241618,0.000,-7.399,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,241622,0.000,-9.674,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.568
a,241626,0.000,-3.149,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.381
a,241630,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.812
a,241634,0.000,8.386,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,241638,0.000,9.136,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,241642,0.000,1.562,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.634
a,241646,0.000,-7.436,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.725
a,241650,0.000,-9.656,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.887
a,241654,0.000,-3.069,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.864
a,241658,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.252
