HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SV_POS
a,211491,0.000,0.000,36.000,-0.056,-0.251,-0.966,2.131,9.348,2.229,2.065
a,211494,0.000,0.000,36.000,0.112,0.054,-0.279,2.143,9.379,2.236,2.021
a,211498,0.000,0.000,36.000,-0.040,0.131,0.729,2.116,9.365,2.261,2.065
a,211502,0.000,0.000,36.000,-0.025,0.360,1.095,2.125,9.373,2.247,2.021
a,211507,0.000,0.000,36.000,-0.101,0.131,0.622,2.127,9.390,2.231,2.021
a,211511,0.000,0.000,36.000,0.112,0.070,-0.019,2.113,9.364,2.242,2.461
a,211515,0.000,0.000,36.000,0.051,-0.052,-1.180,2.115,9.346,2.234,2.109
a,211518,0.000,0.000,36.000,0.006,-0.037,0.805,2.116,9.369,2.252,2.065
a,211522,0.000,0.000,36.000,-0.040,0.161,0.271,2.122,9.366,2.227,2.065
a,211526,0.000,0.000,36.000,-0.025,-0.083,1.126,2.158,9.386,2.252,2.065
a,211530,0.000,0.000,36.000,0.112,-0.007,-0.371,2.109,9.348,2.228,2.065
a,211534,0.000,0.000,36.000,0.112,0.177,0.927,2.127,9.327,2.231,2.109
a,211539,0.000,0.000,36.000,0.235,-0.175,0.500,2.119,9.380,2.239,2.417
a,211542,0.000,0.000,36.000,0.051,0.024,-0.493,2.134,9.363,2.240,2.021
a,211546,0.000,0.000,36.000,-0.100,0.015,-0.293,2.121,9.358,2.217,2.065
a,211551,0.000,0.000,36.000,-0.100,-0.168,-0.675,2.137,9.363,2.225,2.329
a,211554,0.000,0.000,36.000,-0.100,-0.092,-0.018,2.106,9.363,2.234,2.021
a,211558,0.000,0.000,36.000,-0.054,0.168,-0.476,2.119,9.388,2.249,2.065
a,211562,0.000,0.000,36.000,-0.115,0.015,-0.950,2.127,9.364,2.234,2.417
a,211566,0.000,0.000,36.000,0.053,0.122,-1.285,2.125,9.364,2.234,2.373
a,211570,0.000,0.000,36.000,0.007,0.076,0.684,2.127,9.363,2.245,2.373
a,211574,0.000,0.000,36.000,-0.039,0.076,0.516,2.131,9.364,2.234,2.021
a,211578,0.000,0.000,36.000,0.068,0.076,0.684,2.125,9.376,2.236,2.065
a,211582,0.000,0.000,36.000,0.053,0.122,-0.965,2.128,9.369,2.249,2.065
a,211586,0.000,0.000,36.000,-0.161,-0.153,-0.400,2.109,9.333,2.239,2.065
a,211590,0.000,0.000,36.000,-0.039,0.046,-0.690,2.121,9.365,2.229,2.417
a,211594,0.000,0.000,36.000,-0.146,0.015,-0.247,2.115,9.372,2.245,2.021
a,211598,0.000,0.000,36.000,-0.024,-0.107,0.089,2.127,9.374,2.254,2.461
a,211603,0.000,0.000,36.000,0.083,-0.107,0.302,2.113,9.342,2.233,2.417
a,211606,0.000,0.000,36.000,0.007,-0.046,-0.125,2.128,9.374,2.261,2.065
a,211610,0.000,0.000,36.000,-0.054,-0.046,-0.736,2.127,9.369,2.247,2.065
a,211614,0.000,0.000,36.000,-0.115,-0.092,-1.224,2.132,9.376,2.245,2.373
a,211618,0.000,0.000,36.000,0.175,-0.031,0.959,2.121,9.386,2.236,1.978
a,211622,0.000,0.000,36.000,-0.039,-0.031,0.592,2.119,9.364,2.239,2.065
a,211626,0.000,0.000,36.000,0.022,0.229,0.516,2.121,9.371,2.237,2.065
a,211630,0.000,0.000,36.000,0.007,-0.107,-0.354,2.115,9.324,2.248,2.417
a,211634,0.000,0.000,36.000,0.129,0.107,-0.110,2.127,9.357,2.243,2.065
a,211639,0.000,0.000,36.000,-0.146,0.152,-0.690,2.113,9.377,2.251,2.065
a,211642,0.000,0.000,36.000,-0.085,-0.077,1.188,2.128,9.371,2.254,2.065
a,211646,0.000,0.000,36.000,0.053,0.015,-0.675,2.122,9.379,2.236,2.065
a,211650,0.000,0.000,36.000,-0.146,0.183,0.363,2.125,9.354,2.231,2.065
a,211654,0.000,0.000,36.000,-0.085,0.183,1.173,2.128,9.373,2.239,2.417
a,211659,0.000,0.000,36.000,-0.207,-0.306,-0.308,2.113,9.371,2.247,2.021
a,211663,0.000,0.000,36.000,0.007,0.076,-0.278,2.114,9.384,2.227,2.109
a,211666,0.000,0.000,36.000,0.175,-0.046,-0.263,2.125,9.343,2.247,2.021
a,211670,0.000,0.000,36.000,0.282,-0.061,-1.285,2.127,9.377,2.245,2.065
a,211674,0.000,0.000,36.000,-0.100,-0.306,0.486,2.113,9.363,2.234,2.109
a,211678,0.000,0.000,36.000,-0.008,0.015,-0.400,2.138,9.390,2.248,2.417
a,211682,0.000,0.000,36.000,-0.131,-0.321,0.424,2.134,9.360,2.245,2.373
a,211687,0.000,0.000,36.000,0.007,-0.046,0.241,2.128,9.364,2.229,2.109
a,211690,0.000,0.000,36.000,-0.100,0.061,0.180,2.137,9.402,2.245,2.065
a,211695,0.000,0.000,36.000,-0.039,0.030,0.638,2.109,9.347,2.265,2.417
a,211698,0.000,0.000,36.000,-0.008,-0.046,-0.843,2.132,9.337,2.234,2.065
a,211702,0.000,0.000,36.000,0.053,-0.153,-0.400,2.134,9.374,2.240,1.978
a,211706,0.000,0.000,36.000,-0.100,0.168,0.119,2.128,9.369,2.242,2.065
a,211710,0.000,0.000,36.000,-0.253,0.168,0.470,2.109,9.357,2.245,2.373
a,211714,0.000,0.000,36.000,-0.146,-0.260,0.134,2.140,9.376,2.234,2.373
a,211718,0.000,0.000,36.000,0.053,0.168,-0.690,2.103,9.354,2.223,2.065
a,211722,0.000,0.000,36.000,0.175,-0.077,0.409,2.127,9.347,2.217,2.109
a,211726,0.000,0.000,36.000,0.465,-0.061,0.180,2.143,9.341,2.212,2.065
a,211730,0.000,0.000,36.000,0.053,-0.031,-0.369,2.148,9.377,2.229,2.417
a,211734,0.000,0.000,36.000,0.098,-0.260,-1.560,2.132,9.358,2.248,2.065
a,211738,0.000,0.000,36.000,-0.054,0.397,-0.583,2.125,9.347,2.231,2.065
a,211742,0.000,0.000,36.000,0.068,0.046,-0.919,2.140,9.391,2.231,2.417
a,211746,0.000,0.000,36.000,0.007,0.061,-0.308,2.134,9.369,2.231,2.065
a,211750,0.000,0.000,36.000,0.114,0.030,0.745,2.116,9.371,2.249,2.021
a,211755,0.000,0.000,36.000,-0.100,-0.031,0.867,2.100,9.366,2.233,2.065
a,211758,0.000,0.000,36.000,-0.146,0.015,-0.079,2.113,9.413,2.240,2.417
a,211762,0.000,0.000,36.000,0.068,0.107,-0.873,2.132,9.330,2.225,2.021
a,211766,0.000,0.000,36.000,0.114,-0.061,-1.133,2.132,9.346,2.215,2.065
a,211770,0.000,0.000,36.000,0.266,-0.260,1.234,2.125,9.373,2.248,2.417
a,211774,0.000,0.000,36.000,0.007,0.030,-0.278,2.116,9.374,2.252,2.417
a,211778,0.000,0.000,36.000,0.098,-0.046,-1.011,2.119,9.386,2.229,2.065
a,211782,0.000,0.000,36.000,0.175,0.030,0.791,2.140,9.378,2.223,2.021
a,211787,0.000,0.000,36.000,0.114,-0.031,-0.003,2.120,9.396,2.240,2.461
a,211791,0.000,0.000,36.000,0.098,0.015,1.386,2.137,9.377,2.258,2.461
a,211794,0.000,0.000,36.000,0.098,-0.092,-0.476,2.121,9.349,2.252,2.417
a,211798,0.000,0.000,36.000,0.098,0.061,-0.812,2.125,9.355,2.229,2.417
a,211802,0.000,0.000,36.000,0.068,0.076,-0.049,2.128,9.398,2.223,2.021
a,211806,0.000,0.000,36.000,-0.039,0.015,0.028,2.115,9.369,2.229,2.461
a,211811,0.000,0.000,36.000,-0.039,0.137,-0.324,2.121,9.370,2.234,2.065
a,211815,0.000,0.000,36.000,0.160,-0.046,-0.690,2.127,9.360,2.233,2.065
a,211819,0.000,0.000,36.000,0.236,-0.138,-0.156,2.138,9.380,2.231,2.417
a,211822,0.000,0.000,36.000,-0.024,-0.199,0.699,2.113,9.389,2.223,2.065
a,211826,0.000,0.000,36.000,0.007,-0.046,0.134,2.131,9.363,2.233,2.461
a,211830,0.000,0.000,36.000,0.175,0.015,0.180,2.134,9.379,2.233,2.065
a,211834,0.000,0.000,36.000,0.098,-0.153,-1.240,2.137,9.351,2.248,2.065
a,211839,0.000,0.000,36.000,0.068,0.198,0.501,2.127,9.388,2.239,2.417
a,211842,0.000,0.000,36.000,0.221,0.168,-0.492,2.113,9.382,2.233,2.417
a,211847,0.000,0.000,36.000,-0.131,0.397,0.363,2.113,9.388,2.233,2.461
a,211850,0.000,0.000,36.000,-0.008,-0.092,-1.377,2.146,9.390,2.247,2.065
a,211854,0.000,0.000,36.000,0.083,0.076,1.066,2.125,9.389,2.227,2.417
a,211858,0.000,0.000,36.000,0.389,-0.031,-0.110,2.138,9.364,2.240,2.065
a,211862,0.000,0.000,36.000,-0.054,-0.153,-0.461,2.113,9.388,2.219,2.417
a,211866,0.000,0.000,36.000,-0.039,0.015,0.134,2.150,9.359,2.254,2.109
a,211870,0.000,0.000,36.000,-0.008,0.061,-0.904,2.128,9.369,2.248,2.417
a,211874,0.000,0.000,36.000,-0.024,0.046,-0.095,2.143,9.380,2.243,2.065
a,211878,0.000,0.000,36.000,0.007,0.122,-0.201,2.116,9.400,2.255,2.065
a,211882,0.000,0.000,36.000,-0.115,0.015,-0.400,2.138,9.370,2.240,2.417
a,211886,0.000,0.000,36.000,-0.008,-0.367,-0.507,2.115,9.365,2.236,2.065
a,211890,0.000,0.000,36.000,0.236,0.046,-1.026,2.132,9.359,2.209,2.021
a,211894,0.000,0.000,36.000,-0.039,-0.367,0.318,2.116,9.354,2.236,2.065
a,211898,0.000,0.000,36.000,0.114,0.229,-0.049,2.121,9.379,2.258,2.109
a,211903,0.000,0.000,36.000,0.068,0.137,0.852,2.119,9.378,2.239,2.021
a,211906,0.000,0.000,36.000,-0.161,0.122,-0.797,2.119,9.336,2.236,1.978
a,211910,0.000,0.000,36.000,-0.039,-0.092,0.134,2.116,9.377,2.236,2.021
a,211914,0.000,0.000,36.000,0.114,-0.046,-0.263,2.128,9.343,2.225,2.065
a,211918,0.000,0.000,36.000,0.098,0.229,-0.705,2.144,9.358,2.260,2.373
a,211922,0.000,0.000,36.000,-0.100,-0.031,0.531,2.125,9.403,2.231,2.065
a,211926,0.000,0.000,36.000,0.022,-0.046,0.486,2.138,9.355,2.239,2.417
a,211930,0.000,0.000,36.000,0.007,0.168,-0.201,2.116,9.380,2.236,1.978
a,211934,0.000,0.000,36.000,-0.207,0.168,0.302,2.115,9.377,2.247,2.417
a,211939,0.000,0.000,36.000,0.098,-0.153,-0.644,2.115,9.378,2.252,2.065
a,211942,0.000,0.000,36.000,0.114,-0.077,0.165,2.119,9.388,2.225,2.417
a,211946,0.000,0.000,36.000,0.114,-0.031,0.623,2.128,9.396,2.255,2.021
a,211950,0.000,0.000,36.000,-0.146,0.183,0.791,2.137,9.379,2.225,2.065
a,211954,0.000,0.000,36.000,-0.008,-0.367,-1.270,2.140,9.361,2.249,1.978
a,211959,0.000,0.000,36.000,0.007,-0.000,-0.629,2.125,9.380,2.247,2.417
a,211963,0.000,0.000,36.000,-0.054,-0.153,-1.606,2.107,9.390,2.231,2.461
a,211966,0.000,0.000,36.000,0.007,-0.031,0.424,2.127,9.385,2.248,2.109
a,211970,0.000,0.000,36.000,-0.008,0.061,-1.347,2.113,9.348,2.255,2.065
a,211974,0.000,0.000,36.000,0.175,0.015,-0.308,2.107,9.372,2.248,2.417
a,211978,0.000,0.000,36.000,0.068,0.015,0.318,2.137,9.384,2.229,2.065
a,211982,0.000,0.000,36.000,-0.146,-0.077,0.592,2.115,9.383,2.221,2.021
a,211987,0.000,0.000,36.000,0.160,-0.077,-1.362,2.127,9.366,2.255,2.461
a,211991,0.000,0.000,36.000,0.007,0.061,0.226,2.144,9.376,2.217,2.021
a,211994,0.000,0.000,36.000,-0.207,0.137,0.684,2.144,9.374,2.242,2.021
a,211999,0.000,0.000,36.000,0.068,-0.077,0.806,2.137,9.370,2.239,2.065
a,212002,0.000,0.000,36.000,0.068,-0.199,-0.186,2.131,9.354,2.227,2.065
a,212006,0.000,0.000,36.000,-0.039,0.015,0.134,2.134,9.378,2.254,2.021
a,212010,0.000,0.000,36.000,0.053,-0.046,-0.461,2.125,9.346,2.236,2.417
a,212014,0.000,0.000,36.000,-0.039,0.046,0.348,2.146,9.337,2.240,2.021
a,212018,0.000,0.000,36.000,-0.039,-0.260,-0.186,2.146,9.359,2.239,2.373
a,212022,0.000,0.000,36.000,0.282,-0.046,-0.034,2.134,9.409,2.233,2.021
a,212026,0.000,0.000,36.000,-0.008,-0.046,-1.163,2.128,9.371,2.236,2.065
a,212030,0.000,0.000,36.000,0.114,-0.046,-0.140,2.125,9.361,2.236,2.021
a,212034,0.000,0.000,36.000,-0.039,0.137,0.623,2.140,9.365,2.245,1.978
a,212038,0.000,0.000,36.000,0.114,-0.306,0.623,2.116,9.386,2.248,2.065
a,212042,0.000,0.000,36.000,0.221,-0.138,-0.812,2.125,9.373,2.239,2.373
a,212046,0.000,0.000,36.000,0.068,0.046,-1.026,2.121,9.380,2.231,2.065
a,212050,0.000,0.000,36.000,-0.039,-0.107,-0.889,2.125,9.374,2.245,2.021
a,212055,0.000,0.000,36.000,-0.024,0.015,0.867,2.134,9.353,2.235,2.461
a,212058,0.000,0.000,36.000,0.190,-0.275,0.012,2.131,9.339,2.223,2.417
a,212062,0.000,0.000,36.000,0.175,-0.077,0.684,2.113,9.358,2.231,2.065
a,212066,0.000,0.000,36.000,0.083,0.229,-2.293,2.131,9.371,2.255,2.065
a,212070,0.000,0.000,36.000,0.068,0.122,0.119,2.122,9.366,2.229,2.021
a,212074,0.000,0.000,36.000,0.160,-0.046,-0.415,2.132,9.351,2.234,2.417
a,212078,0.000,0.000,36.000,0.068,0.061,-0.308,2.132,9.355,2.231,2.065
a,212082,0.000,0.000,36.000,-0.146,0.290,-0.034,2.127,9.369,2.247,2.109
a,212087,0.000,0.000,36.000,0.098,-0.046,-1.133,2.127,9.331,2.229,2.065
a,212091,0.000,0.000,36.000,-0.085,0.122,0.363,2.137,9.373,2.237,2.417
a,212094,0.000,0.000,36.000,-0.039,0.015,-0.293,2.134,9.343,2.223,2.417
a,212098,0.000,0.000,36.000,0.114,0.015,-0.140,2.148,9.366,2.223,2.109
a,212103,0.000,0.000,36.000,0.114,0.015,-0.034,2.137,9.374,2.249,2.417
a,212106,0.000,0.000,36.000,0.114,0.015,-0.095,2.116,9.382,2.236,2.065
a,212111,0.000,0.000,36.000,-0.146,0.152,0.730,2.143,9.360,2.242,2.065
a,212115,0.000,0.000,36.000,-0.207,0.229,0.180,2.112,9.376,2.242,2.417
a,212118,0.000,0.000,36.000,-0.253,0.152,-0.034,2.125,9.357,2.247,2.417
a,212122,0.000,0.000,36.000,0.007,0.015,0.318,2.122,9.373,2.280,2.373
a,212126,0.000,0.000,36.000,0.175,0.015,0.302,2.140,9.361,2.265,2.021
a,212130,0.000,0.000,36.000,0.160,-0.092,-0.369,2.122,9.383,2.223,2.373
a,212134,0.000,0.000,36.000,-0.039,-0.046,-0.186,2.137,9.347,2.239,2.065
a,212139,0.000,0.000,36.000,-0.115,0.198,-1.667,2.112,9.377,2.235,2.065
a,212143,0.000,0.000,36.000,0.068,0.076,0.898,2.144,9.374,2.227,2.065
a,212146,0.000,0.000,36.000,-0.008,0.229,-0.690,2.132,9.419,2.233,2.373
a,212151,0.000,0.000,36.000,0.160,-0.092,-0.644,2.138,9.383,2.231,2.417
a,212154,0.000,0.000,36.000,0.007,0.076,0.577,2.134,9.376,2.231,2.021
a,212158,0.000,0.000,36.000,-0.039,-0.046,0.195,2.122,9.378,2.239,1.978
a,212162,0.000,0.000,36.000,-0.100,0.030,-0.156,2.116,9.370,2.227,2.373
a,212166,0.000,0.000,36.000,-0.039,0.076,0.409,2.134,9.369,2.236,2.065
a,212170,0.000,0.000,36.000,0.007,0.198,0.348,2.121,9.355,2.254,2.065
a,212174,0.000,0.000,36.000,0.175,-0.031,0.898,2.107,9.354,2.261,2.417
a,212178,0.000,0.000,36.000,-0.146,0.168,-0.308,2.137,9.346,2.234,2.065
a,212182,0.000,0.000,36.000,-0.207,-0.046,0.089,2.121,9.366,2.265,2.109
a,212186,0.000,0.000,36.000,-0.115,0.168,-0.415,2.116,9.394,2.236,2.065
a,212190,0.000,0.000,36.000,0.007,0.152,-1.011,2.121,9.363,2.258,2.417
a,212194,0.000,0.000,36.000,-0.039,0.305,0.898,2.112,9.337,2.236,2.065
a,212198,0.000,0.000,36.000,0.068,0.015,-0.186,2.134,9.351,2.234,2.065
a,212203,0.000,0.000,36.000,-0.100,-0.107,-0.507,2.125,9.377,2.243,2.065
a,212206,0.000,0.000,36.000,-0.268,0.015,0.195,2.116,9.373,2.249,2.065
a,212210,0.000,0.000,36.000,-0.207,0.152,-1.011,2.115,9.334,2.237,2.065
a,212214,0.000,0.000,36.000,0.175,0.061,-0.156,2.131,9.369,2.236,2.065
a,212218,0.000,0.000,36.000,0.007,0.229,0.119,2.125,9.379,2.245,2.021
a,212222,0.000,0.000,36.000,-0.100,-0.077,0.806,2.112,9.383,2.240,2.109
a,212226,0.000,0.000,36.000,0.068,-0.061,-0.522,2.119,9.353,2.241,2.065
a,212230,0.000,0.000,36.000,0.175,-0.031,0.684,2.127,9.373,2.205,2.065
a,212234,0.000,0.000,36.000,0.007,-0.199,-0.293,2.146,9.354,2.217,2.417
a,212239,0.000,0.000,36.000,-0.161,-0.199,-0.782,2.112,9.376,2.229,2.021
a,212242,0.000,0.000,36.000,0.098,0.061,-0.766,2.128,9.383,2.249,2.065
a,212246,0.000,0.000,36.000,0.007,0.076,0.363,2.121,9.363,2.231,2.373
a,212250,0.000,0.000,36.000,0.175,0.015,0.012,2.137,9.382,2.255,2.065
a,212254,0.000,0.000,36.000,-0.192,0.137,1.661,2.113,9.372,2.236,2.461
a,212259,0.000,0.000,36.000,0.007,-0.092,0.134,2.112,9.398,2.236,2.461
a,212263,0.000,0.000,36.000,0.175,0.061,0.104,2.138,9.354,2.233,2.461
a,212266,0.000,0.000,36.000,-0.054,-0.092,-0.995,2.150,9.366,2.233,2.065
a,212270,0.000,0.000,36.000,0.068,-0.031,0.867,2.144,9.379,2.242,2.417
a,212274,0.000,0.000,36.000,-0.222,0.168,-0.965,2.116,9.394,2.273,2.065
a,212278,0.000,0.000,36.000,-0.039,-0.077,0.806,2.144,9.372,2.234,2.065
a,212282,0.000,0.000,36.000,-0.222,0.015,-0.995,2.125,9.343,2.252,2.109
a,212287,0.000,0.000,36.000,-0.283,0.168,-0.751,2.143,9.359,2.240,2.065
a,212290,0.000,0.000,36.000,0.068,0.046,0.348,2.122,9.370,2.248,2.021
a,212295,0.000,0.000,36.000,-0.054,-0.153,-0.675,2.107,9.372,2.261,2.109
a,212298,0.000,0.000,36.000,-0.146,0.046,0.608,2.121,9.359,2.249,2.065
a,212302,0.000,0.000,36.000,-0.054,-0.199,-1.118,2.121,9.383,2.233,2.021
a,212306,0.000,0.000,36.000,-0.115,-0.031,-0.644,2.132,9.371,2.221,2.021
a,212310,0.000,0.000,36.000,0.007,0.152,0.837,2.138,9.380,2.245,2.065
a,212314,0.000,0.000,36.000,-0.268,-0.031,0.226,2.115,9.367,2.242,2.065
a,212318,0.000,0.000,36.000,-0.008,0.061,-0.583,2.113,9.359,2.219,2.065
a,212322,0.000,0.000,36.000,0.068,-0.183,0.486,2.138,9.394,2.261,2.065
a,212326,0.000,0.000,36.000,0.190,0.152,0.974,2.116,9.335,2.236,2.373
a,212330,0.000,0.000,36.000,-0.008,-0.138,-0.476,2.130,9.402,2.219,2.109
a,212334,0.000,0.000,36.000,0.007,-0.122,0.898,2.112,9.396,2.233,2.417
a,212338,0.000,0.000,36.000,0.068,-0.061,0.516,2.084,9.364,2.245,2.065
a,212342,0.000,0.000,36.000,0.190,-0.061,0.012,2.132,9.363,2.222,2.065
a,212346,0.000,0.000,36.000,-0.008,0.122,1.615,2.122,9.382,2.219,2.109
a,212351,0.000,0.000,36.000,0.022,0.015,0.531,2.127,9.384,2.228,2.417
a,212354,0.000,0.000,36.000,-0.100,0.061,0.012,2.125,9.366,2.234,2.021
a,212358,0.000,0.000,36.000,-0.100,-0.061,0.409,2.119,9.385,2.242,2.065
a,212362,0.000,0.000,36.000,-0.039,0.030,0.867,2.144,9.377,2.255,2.065
a,212366,0.000,0.000,36.000,0.282,-0.061,-0.369,2.122,9.371,2.254,2.461
a,212370,0.000,0.000,36.000,-0.100,-0.153,0.318,2.127,9.374,2.254,2.065
a,212374,0.000,0.000,36.000,-0.100,0.030,0.592,2.138,9.361,2.245,2.461
a,212378,0.000,0.000,36.000,-0.039,0.030,-0.156,2.128,9.373,2.240,2.109
a,212382,0.000,0.000,36.000,-0.100,-0.199,0.318,2.143,9.346,2.254,2.417
a,212387,0.000,0.000,36.000,-0.039,0.137,0.623,2.140,9.357,2.239,2.461
a,212391,0.000,0.000,36.000,-0.115,-0.046,-1.118,2.127,9.383,2.239,2.417
a,212394,0.000,0.000,36.000,0.266,0.015,-0.415,2.122,9.354,2.248,2.417
a,212398,0.000,0.000,36.000,0.022,-0.000,0.028,2.132,9.349,2.233,2.417
a,212402,0.000,0.000,36.000,0.205,0.168,1.753,2.138,9.336,2.241,2.065
a,212406,0.000,0.000,36.000,0.007,0.198,0.837,2.131,9.377,2.248,2.461
a,212411,0.000,0.000,36.000,0.114,-0.031,0.791,2.137,9.373,2.240,2.065
a,212415,0.000,0.000,36.000,0.297,-0.214,0.073,2.109,9.374,2.254,2.461
a,212418,0.000,0.000,36.000,0.007,0.183,0.058,2.122,9.367,2.240,2.109
a,212422,0.000,0.000,36.000,0.175,-0.031,0.104,2.128,9.389,2.227,2.065
a,212426,0.000,0.000,36.000,0.114,0.122,0.104,2.137,9.366,2.217,2.065
a,212430,0.000,0.000,36.000,-0.054,-0.092,-1.118,2.137,9.376,2.225,2.065
a,212434,0.000,0.000,36.000,0.068,0.015,-0.079,2.137,9.340,2.242,2.065
a,212439,0.000,0.000,36.000,0.007,0.244,0.623,2.125,9.379,2.242,2.065
a,212442,0.000,0.000,36.000,0.053,0.183,-1.301,2.119,9.374,2.233,2.065
a,212447,0.000,0.000,36.000,0.083,0.290,0.882,2.131,9.351,2.252,2.417
a,212451,0.000,0.000,36.000,0.068,-0.031,0.226,2.125,9.382,2.245,2.417
a,212454,0.000,0.000,36.000,-0.100,-0.031,-0.308,2.131,9.373,2.227,2.065
a,212458,0.000,0.000,36.000,0.114,-0.061,-1.179,2.131,9.377,2.228,2.021
a,212462,0.000,0.000,36.000,0.068,-0.031,0.379,2.115,9.389,2.263,2.065
a,212466,0.000,0.000,36.000,-0.008,0.122,-0.690,2.125,9.373,2.245,2.065
a,212470,0.000,0.000,36.000,-0.161,-0.046,-1.118,2.109,9.370,2.233,2.065
a,212474,0.000,0.000,36.000,0.022,0.198,1.325,2.100,9.363,2.248,2.065
a,212478,0.000,0.000,36.000,0.114,-0.015,1.371,2.118,9.372,2.245,2.021
a,212482,0.000,0.000,36.000,0.068,0.076,-0.110,2.118,9.352,2.229,2.461
a,212486,0.000,0.000,36.000,0.083,0.061,0.348,2.128,9.392,2.251,2.065
a,212490,0.000,0.000,36.000,-0.054,-0.092,-0.995,2.113,9.366,2.236,2.021
a,212494,0.000,0.000,36.000,0.175,0.030,-0.018,2.128,9.359,2.231,2.065
a,212498,0.000,0.000,36.000,-0.054,-0.092,-1.056,2.121,9.374,2.234,2.065
a,212503,0.000,0.000,36.000,0.098,-0.077,-0.492,2.146,9.388,2.267,2.065
a,212506,0.000,0.000,36.000,-0.146,0.076,0.363,2.132,9.386,2.245,2.065
a,212510,0.000,0.000,36.000,0.114,-0.092,-0.140,2.112,9.378,2.236,2.065
a,212514,0.000,0.000,36.000,-0.024,0.046,0.180,2.121,9.378,2.241,2.065
a,212518,0.000,0.000,36.000,-0.146,0.076,0.287,2.132,9.370,2.234,2.065
a,212522,0.000,0.000,36.000,-0.039,-0.092,0.241,2.115,9.364,2.239,2.109
a,212526,0.000,0.000,36.000,0.007,0.122,0.180,2.131,9.354,2.258,2.109
a,212530,0.000,0.000,36.000,0.007,0.015,-0.293,2.146,9.361,2.240,2.417
a,212534,0.000,0.000,36.000,0.007,0.076,0.745,2.131,9.369,2.239,2.021
a,212539,0.000,0.000,36.000,0.068,-0.031,0.180,2.103,9.359,2.229,2.109
a,212542,0.000,0.000,36.000,-0.024,0.214,0.012,2.138,9.374,2.219,2.021
a,212547,0.000,0.000,36.000,0.098,0.290,-0.598,2.109,9.382,2.258,2.021
a,212550,0.000,0.000,36.000,-0.085,0.046,1.646,2.125,9.384,2.227,2.065
a,212554,0.000,0.000,36.000,-0.008,-0.351,-1.514,2.128,9.388,2.242,2.109
a,212558,0.000,0.000,36.000,0.007,-0.031,0.486,2.137,9.372,2.249,2.065
a,212563,0.000,0.000,36.000,-0.039,-0.046,-0.247,2.125,9.359,2.225,2.065
a,212567,0.000,0.000,36.000,-0.314,0.122,0.119,2.134,9.372,2.249,2.417
a,212570,0.000,0.000,36.000,0.007,0.061,0.226,2.096,9.342,2.242,2.109
a,212574,0.000,0.000,36.000,-0.115,-0.046,-0.354,2.138,9.359,2.255,2.021
a,212578,0.000,0.000,36.000,-0.024,-0.153,0.638,2.128,9.341,2.219,2.065
a,212583,0.000,0.000,36.000,0.114,-0.092,-0.201,2.119,9.384,2.236,2.065
a,212587,0.000,0.000,36.000,0.221,0.122,-0.430,2.137,9.366,2.231,2.373
a,212591,0.000,0.000,36.000,-0.085,-0.000,0.195,2.138,9.346,2.237,2.065
a,212595,0.000,0.000,36.000,0.007,0.030,0.486,2.097,9.390,2.245,2.373
a,212598,0.000,0.000,36.000,-0.207,-0.244,-0.201,2.116,9.377,2.248,2.065
a,212603,0.000,0.000,36.000,0.114,0.305,0.348,2.128,9.369,2.240,2.021
a,212607,0.000,0.000,36.000,0.190,-0.061,-0.140,2.132,9.363,2.233,2.021
a,212610,0.000,0.000,36.000,0.068,0.183,0.470,2.106,9.360,2.245,2.065
a,212614,0.000,0.000,36.000,-0.085,-0.031,1.081,2.112,9.366,2.254,2.021
a,212618,0.000,0.000,36.000,-0.039,-0.244,0.379,2.116,9.390,2.234,2.065
a,212622,0.000,0.000,36.000,0.175,-0.199,0.119,2.121,9.349,2.225,2.021
a,212626,0.000,0.000,36.000,-0.115,-0.153,-1.163,2.119,9.361,2.236,2.417
a,212630,0.000,0.000,36.000,-0.039,0.015,-0.293,2.138,9.361,2.240,2.021
a,212634,0.000,0.000,36.000,-0.039,0.183,0.577,2.119,9.384,2.229,2.065
a,212638,0.000,0.000,36.000,-0.024,-0.031,1.402,2.127,9.346,2.219,2.021
a,212642,0.000,0.000,36.000,-0.161,0.030,-1.530,2.115,9.352,2.234,2.021
a,212646,0.000,0.000,36.000,0.068,-0.031,0.806,2.125,9.371,2.233,2.417
a,212651,0.000,0.000,36.000,0.007,0.061,-0.034,2.125,9.386,2.239,2.417
a,212654,0.000,0.000,36.000,0.297,-0.015,1.050,2.138,9.348,2.236,2.065
a,212658,0.000,0.000,36.000,0.129,0.046,-0.110,2.112,9.377,2.257,2.109
a,212662,0.000,0.000,36.000,-0.146,-0.077,-0.140,2.109,9.378,2.242,2.065
a,212666,0.000,0.000,36.000,0.114,0.030,0.791,2.128,9.352,2.227,2.065
a,212670,0.000,0.000,36.000,0.175,0.076,-0.339,2.134,9.359,2.247,2.021
a,212674,0.000,0.000,36.000,0.068,0.168,-0.034,2.132,9.365,2.236,2.021
a,212678,0.000,0.000,36.000,0.098,-0.199,-0.690,2.131,9.366,2.233,2.065
a,212682,0.000,0.000,36.000,0.068,-0.183,-0.201,2.121,9.371,2.248,2.065
