HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SWP_SG,SV_POS
a,66819,0.000,0.000,36.000,0.216,-0.178,-0.915,2.180,9.389,2.217,0.000,4.526
a,66823,0.000,0.000,36.000,0.064,0.265,0.704,2.182,9.372,2.230,0.000,4.526
a,66828,0.000,0.000,36.000,0.171,0.097,0.505,2.192,9.384,2.230,0.000,4.219
a,66832,0.000,0.000,36.000,0.110,-0.132,0.185,2.210,9.397,2.218,0.000,4.570
a,66836,0.000,0.000,36.000,0.003,0.204,-0.197,2.194,9.347,2.237,0.000,4.175
a,66839,0.000,0.000,36.000,-0.211,0.036,-0.029,2.182,9.412,2.247,0.000,4.175
a,66843,0.000,0.000,36.000,-0.119,-0.010,-0.579,2.225,9.380,2.231,0.000,4.482
a,66847,0.000,0.000,36.000,-0.089,-0.040,0.139,2.199,9.382,2.225,0.000,4.526
a,66851,0.000,0.000,36.000,0.110,-0.178,-0.090,2.210,9.376,2.255,0.000,4.219
a,66855,0.000,0.000,36.000,-0.028,-0.086,0.078,2.194,9.384,2.221,0.000,4.131
a,66860,0.000,0.000,36.000,0.003,-0.193,-0.670,2.173,9.378,2.247,0.000,4.570
a,66864,0.000,0.000,36.000,-0.150,-0.071,-0.243,2.219,9.409,2.236,0.000,4.219
a,66867,0.000,0.000,36.000,-0.013,0.082,-1.220,2.184,9.401,2.218,0.000,4.219
a,66872,0.000,0.000,36.000,-0.150,0.158,0.337,2.180,9.403,2.246,0.000,4.175
a,66875,0.000,0.000,36.000,0.125,-0.193,-0.258,2.194,9.373,2.217,0.000,4.526
a,66879,0.000,0.000,36.000,0.079,0.143,0.215,2.210,9.388,2.227,0.000,4.570
a,66883,0.000,0.000,36.000,-0.104,-0.010,0.566,2.164,9.394,2.230,0.000,4.526
a,66887,0.000,0.000,36.000,0.110,0.158,0.597,2.211,9.384,2.246,0.000,4.526
a,66891,0.000,0.000,36.000,0.110,0.219,0.276,2.188,9.394,2.237,0.000,4.175
a,66895,0.000,0.000,36.000,-0.119,0.204,-0.853,2.182,9.380,2.246,0.000,4.175
a,66899,0.000,0.000,36.000,-0.028,-0.086,-0.350,2.195,9.395,2.233,0.000,4.526
a,66903,0.000,0.000,36.000,-0.257,0.158,0.322,2.201,9.407,2.218,0.000,4.219
a,66907,0.000,0.000,36.000,-0.165,0.036,-0.670,2.210,9.398,2.243,0.000,4.175
a,66911,0.000,0.000,36.000,0.064,-0.040,-1.128,2.170,9.400,2.235,0.000,4.570
a,66915,0.000,0.000,36.000,0.064,-0.132,-0.319,2.184,9.397,2.249,0.000,4.175
a,66919,0.000,0.000,36.000,-0.150,-0.132,-0.136,2.213,9.370,2.217,0.000,4.482
a,66924,0.000,0.000,36.000,0.125,0.051,0.948,2.199,9.390,2.255,0.000,4.482
a,66927,0.000,0.000,36.000,-0.013,-0.071,-0.731,2.184,9.389,2.243,0.000,4.482
a,66931,0.000,0.000,36.000,0.171,-0.102,0.490,2.174,9.390,2.224,0.000,4.570
a,66935,0.000,0.000,36.000,0.064,0.326,0.383,2.173,9.384,2.243,0.000,4.087
a,66939,0.000,0.000,36.000,0.110,0.143,-0.121,2.167,9.397,2.215,0.000,4.570
a,66943,0.000,0.000,36.000,0.003,-0.056,0.353,2.192,9.370,2.227,0.000,4.175
a,66947,0.000,0.000,36.000,0.079,-0.040,-0.090,2.180,9.367,2.212,0.000,4.570
a,66951,0.000,0.000,36.000,-0.150,-0.178,-0.304,2.199,9.404,2.231,0.000,4.175
a,66955,0.000,0.000,36.000,0.018,0.158,0.948,2.174,9.421,2.252,0.000,4.570
a,66960,0.000,0.000,36.000,-0.211,-0.010,0.521,2.194,9.383,2.237,0.000,4.175
a,66963,0.000,0.000,36.000,0.278,-0.056,0.444,2.207,9.378,2.221,0.000,4.219
a,66967,0.000,0.000,36.000,-0.211,-0.071,0.032,2.205,9.364,2.266,0.000,4.131
a,66971,0.000,0.000,36.000,-0.119,0.082,-1.006,2.188,9.379,2.231,0.000,4.570
a,66975,0.000,0.000,36.000,-0.104,-0.163,0.246,2.186,9.392,2.221,0.000,4.131
a,66980,0.000,0.000,36.000,0.278,-0.132,-0.166,2.176,9.371,2.259,0.000,4.131
a,66984,0.000,0.000,36.000,0.003,0.219,0.444,2.199,9.408,2.247,0.000,4.175
a,66988,0.000,0.000,36.000,0.018,0.265,0.887,2.199,9.400,2.234,0.000,4.175
a,66991,0.000,0.000,36.000,-0.013,0.036,-0.518,2.199,9.376,2.249,0.000,4.219
a,66995,0.000,0.000,36.000,0.079,0.158,0.933,2.195,9.394,2.246,0.000,4.570
a,66999,0.000,0.000,36.000,-0.257,0.143,-0.090,2.199,9.394,2.230,0.000,4.526
a,67003,0.000,0.000,36.000,0.003,-0.025,-0.304,2.189,9.378,2.252,0.000,4.087
a,67007,0.000,0.000,36.000,-0.196,0.051,1.391,2.164,9.382,2.224,0.000,4.614
a,67011,0.000,0.000,36.000,0.155,-0.025,-0.472,2.182,9.380,2.236,0.000,4.570
a,67015,0.000,0.000,36.000,-0.058,-0.132,-0.624,2.184,9.366,2.243,0.000,4.570
a,67020,0.000,0.000,36.000,0.064,0.051,0.231,2.213,9.383,2.223,0.000,4.175
a,67024,0.000,0.000,36.000,0.064,0.204,-0.334,2.189,9.389,2.242,0.000,4.526
a,67027,0.000,0.000,36.000,0.003,-0.086,-1.006,2.199,9.367,2.235,0.000,4.175
a,67032,0.000,0.000,36.000,-0.013,-0.239,-0.563,2.188,9.404,2.223,0.000,4.175
a,67035,0.000,0.000,36.000,-0.074,0.036,1.131,2.199,9.382,2.223,0.000,4.131
a,67039,0.000,0.000,36.000,0.018,0.295,0.124,2.192,9.385,2.239,0.000,4.175
a,67043,0.000,0.000,36.000,0.110,0.082,0.185,2.198,9.390,2.240,0.000,4.219
a,67047,0.000,0.000,36.000,0.064,0.021,-0.533,2.204,9.388,2.221,0.000,4.131
a,67051,0.000,0.000,36.000,0.094,0.036,-1.189,2.217,9.403,2.236,0.000,4.131
a,67055,0.000,0.000,36.000,0.003,-0.163,0.627,2.207,9.397,2.261,0.000,4.570
a,67059,0.000,0.000,36.000,0.110,0.036,-0.212,2.195,9.378,2.243,0.000,4.219
a,67063,0.000,0.000,36.000,0.049,-0.239,-0.853,2.205,9.394,2.252,0.000,4.219
a,67067,0.000,0.000,36.000,0.094,0.143,1.543,2.198,9.378,2.248,0.000,4.526
a,67071,0.000,0.000,36.000,0.003,-0.269,0.841,2.179,9.410,2.263,0.000,4.219
a,67075,0.000,0.000,36.000,-0.257,0.097,0.521,2.205,9.374,2.246,0.000,4.570
a,67080,0.000,0.000,36.000,0.018,0.250,0.551,2.188,9.398,2.219,0.000,4.570
a,67083,0.000,0.000,36.000,0.018,-0.086,-0.075,2.213,9.402,2.213,0.000,4.131
a,67087,0.000,0.000,36.000,0.232,0.082,-0.090,2.194,9.389,2.234,0.000,4.175
a,67091,0.000,0.000,36.000,0.094,-0.132,-0.472,2.173,9.376,2.227,0.000,4.175
a,67095,0.000,0.000,36.000,-0.119,0.143,-0.579,2.205,9.383,2.240,0.000,4.526
a,67099,0.000,0.000,36.000,0.003,0.097,0.795,2.198,9.395,2.230,0.000,4.526
a,67103,0.000,0.000,36.000,0.018,-0.010,1.085,2.163,9.365,2.263,0.000,4.175
a,67107,0.000,0.000,36.000,0.003,-0.071,-0.365,2.174,9.389,2.230,0.000,4.087
a,67112,0.000,0.000,36.000,0.110,0.082,-0.151,2.207,9.404,2.217,0.000,4.526
a,67116,0.000,0.000,36.000,-0.119,-0.132,-0.518,2.211,9.395,2.203,0.000,4.131
a,67119,0.000,0.000,36.000,0.232,0.143,-0.014,2.204,9.385,2.236,0.000,4.087
a,67124,0.000,0.000,36.000,0.049,-0.132,-0.640,2.167,9.415,2.215,0.000,4.570
a,67127,0.000,0.000,36.000,0.171,-0.056,0.612,2.199,9.383,2.255,0.000,4.570
a,67131,0.000,0.000,36.000,-0.089,-0.056,0.948,2.201,9.396,2.249,0.000,4.175
a,67136,0.000,0.000,36.000,-0.013,-0.132,-1.327,2.198,9.404,2.237,0.000,4.131
a,67140,0.000,0.000,36.000,-0.043,0.066,-0.670,2.199,9.436,2.242,0.000,4.526
a,67143,0.000,0.000,36.000,-0.104,-0.025,-0.365,2.182,9.363,2.231,0.000,4.131
a,67147,0.000,0.000,36.000,0.110,-0.071,0.002,2.189,9.372,2.237,0.000,4.131
a,67151,0.000,0.000,36.000,0.216,0.143,-0.670,2.219,9.369,2.237,0.000,4.175
a,67155,0.000,0.000,36.000,-0.135,-0.086,0.032,2.186,9.367,2.236,0.000,4.087
a,67160,0.000,0.000,36.000,-0.043,0.097,0.246,2.198,9.408,2.231,0.000,4.175
a,67163,0.000,0.000,36.000,-0.089,-0.254,-0.182,2.184,9.364,2.225,0.000,4.131
a,67168,0.000,0.000,36.000,-0.119,0.036,-0.624,2.184,9.386,2.230,0.000,4.219
a,67171,0.000,0.000,36.000,0.064,-0.086,-1.021,2.189,9.385,2.210,0.000,4.570
a,67175,0.000,0.000,36.000,-0.150,0.326,0.612,2.186,9.415,2.234,0.000,4.131
a,67179,0.000,0.000,36.000,0.232,0.112,0.383,2.195,9.365,2.227,0.000,4.131
a,67183,0.000,0.000,36.000,-0.089,-0.071,0.521,2.192,9.402,2.233,0.000,4.570
a,67187,0.000,0.000,36.000,0.064,0.051,0.704,2.188,9.410,2.263,0.000,4.131
a,67191,0.000,0.000,36.000,-0.150,0.311,-0.426,2.201,9.395,2.243,0.000,4.175
a,67195,0.000,0.000,36.000,-0.013,-0.178,-0.563,2.201,9.374,2.236,0.000,4.526
a,67199,0.000,0.000,36.000,0.293,0.250,0.658,2.188,9.384,2.248,0.000,4.175
a,67203,0.000,0.000,36.000,0.110,-0.178,0.063,2.176,9.366,2.205,0.000,4.131
a,67207,0.000,0.000,36.000,0.064,0.143,-0.075,2.201,9.391,2.252,0.000,4.175
a,67211,0.000,0.000,36.000,0.064,-0.071,-0.426,2.186,9.384,2.234,0.000,4.526
a,67215,0.000,0.000,36.000,-0.043,0.204,0.185,2.219,9.369,2.218,0.000,4.131
a,67220,0.000,0.000,36.000,0.003,0.051,0.353,2.192,9.383,2.230,0.000,4.175
a,67223,0.000,0.000,36.000,0.064,0.433,0.276,2.201,9.389,2.246,0.000,4.131
a,67227,0.000,0.000,36.000,-0.013,0.082,-0.457,2.217,9.401,2.231,0.000,4.087
a,67231,0.000,0.000,36.000,-0.043,-0.224,0.444,2.217,9.378,2.230,0.000,4.087
a,67235,0.000,0.000,36.000,-0.013,-0.132,-1.235,2.182,9.374,2.231,0.000,4.131
a,67239,0.000,0.000,36.000,-0.089,-0.056,1.452,2.164,9.398,2.223,0.000,4.131
a,67243,0.000,0.000,36.000,-0.119,-0.025,-1.281,2.189,9.392,2.258,0.000,4.570
a,67247,0.000,0.000,36.000,-0.058,-0.025,-0.792,2.217,9.394,2.236,0.000,4.131
a,67251,0.000,0.000,36.000,0.079,-0.361,-0.151,2.219,9.398,2.248,0.000,4.526
a,67255,0.000,0.000,36.000,-0.089,-0.117,1.299,2.211,9.389,2.221,0.000,4.526
a,67260,0.000,0.000,36.000,0.049,0.204,-0.823,2.189,9.392,2.240,0.000,4.131
a,67263,0.000,0.000,36.000,0.110,-0.132,-0.090,2.219,9.401,2.240,0.000,4.219
a,67267,0.000,0.000,36.000,-0.058,-0.010,-0.472,2.182,9.396,2.229,0.000,4.087
a,67271,0.000,0.000,36.000,0.125,-0.010,1.177,2.201,9.394,2.234,0.000,4.175
a,67275,0.000,0.000,36.000,-0.028,-0.010,1.131,2.194,9.398,2.242,0.000,4.131
a,67280,0.000,0.000,36.000,-0.211,0.158,0.292,2.229,9.376,2.240,0.000,4.526
a,67284,0.000,0.000,36.000,0.125,-0.132,0.719,2.195,9.392,2.227,0.000,4.131
a,67288,0.000,0.000,36.000,-0.119,-0.025,-0.457,2.213,9.358,2.243,0.000,4.175
a,67291,0.000,0.000,36.000,-0.104,-0.071,-0.136,2.176,9.378,2.236,0.000,4.131
a,67295,0.000,0.000,36.000,0.064,0.250,-0.212,2.217,9.386,2.247,0.000,4.131
a,67299,0.000,0.000,36.000,0.003,-0.010,0.063,2.189,9.400,2.246,0.000,4.175
a,67303,0.000,0.000,36.000,0.110,-0.071,0.063,2.194,9.404,2.221,0.000,4.175
a,67307,0.000,0.000,36.000,-0.165,0.204,-1.144,2.213,9.378,2.217,0.000,4.482
a,67311,0.000,0.000,36.000,0.003,0.051,0.566,2.184,9.401,2.234,0.000,4.526
a,67316,0.000,0.000,36.000,0.003,-0.010,0.353,2.211,9.374,2.247,0.000,4.570
a,67320,0.000,0.000,36.000,0.110,-0.056,0.673,2.213,9.386,2.230,0.000,4.526
a,67323,0.000,0.000,36.000,0.110,0.082,-0.334,2.205,9.371,2.253,0.000,4.131
a,67328,0.000,0.000,36.000,0.110,-0.010,0.673,2.198,9.347,2.229,0.000,4.175
a,67331,0.000,0.000,36.000,0.049,0.082,-1.678,2.186,9.389,2.234,0.000,4.219
a,67335,0.000,0.000,36.000,0.003,-0.346,0.200,2.192,9.369,2.221,0.000,4.131
a,67339,0.000,0.000,36.000,-0.104,-0.025,-0.136,2.207,9.383,2.269,0.000,4.131
a,67343,0.000,0.000,36.000,-0.028,0.051,0.963,2.168,9.409,2.255,0.000,4.131
a,67347,0.000,0.000,36.000,0.064,-0.010,0.398,2.205,9.395,2.207,0.000,4.175
a,67351,0.000,0.000,36.000,0.110,-0.025,-0.197,2.199,9.407,2.218,0.000,4.570
a,67355,0.000,0.000,36.000,0.186,0.066,0.017,2.173,9.396,2.233,0.000,4.570
a,67359,0.000,0.000,36.000,-0.104,-0.132,0.200,2.182,9.360,2.221,0.000,4.175
a,67363,0.000,0.000,36.000,-0.104,0.112,0.231,2.199,9.380,2.229,0.000,4.570
a,67367,0.000,0.000,36.000,0.018,-0.117,1.024,2.204,9.386,2.240,0.000,4.570
a,67371,0.000,0.000,36.000,0.094,-0.071,-1.342,2.199,9.409,2.207,0.000,4.175
a,67376,0.000,0.000,36.000,0.125,0.036,0.398,2.219,9.406,2.223,0.000,4.526
a,67379,0.000,0.000,36.000,0.003,-0.178,0.139,2.182,9.384,2.240,0.000,4.175
a,67383,0.000,0.000,36.000,0.171,0.097,0.292,2.207,9.390,2.234,0.000,4.175
a,67387,0.000,0.000,36.000,0.003,0.250,-0.273,2.195,9.401,2.231,0.000,4.175
a,67391,0.000,0.000,36.000,0.155,-0.132,-0.472,2.170,9.384,2.230,0.000,4.131
a,67395,0.000,0.000,36.000,0.110,-0.117,0.322,2.207,9.403,2.227,0.000,4.131
a,67399,0.000,0.000,36.000,0.049,-0.071,-1.342,2.174,9.394,2.253,0.000,4.087
a,67403,0.000,0.000,36.000,0.049,-0.010,2.383,2.192,9.398,2.225,0.000,4.219
a,67408,0.000,0.000,36.000,0.094,-0.132,1.437,2.205,9.363,2.248,0.000,4.526
a,67412,0.000,0.000,36.000,0.079,-0.040,-0.090,2.184,9.384,2.223,0.000,4.570
a,67415,0.000,0.000,36.000,-0.089,-0.056,0.856,2.217,9.398,2.240,0.000,4.570
a,67419,0.000,0.000,36.000,-0.013,0.036,-1.327,2.189,9.380,2.247,0.000,4.087
a,67423,0.000,0.000,36.000,-0.043,-0.163,0.414,2.211,9.401,2.237,0.000,4.526
a,67427,0.000,0.000,36.000,-0.058,0.082,-0.838,2.189,9.419,2.247,0.000,4.175
a,67432,0.000,0.000,36.000,0.003,-0.346,-0.350,2.192,9.380,2.246,0.000,4.131
a,67436,0.000,0.000,36.000,-0.272,0.036,-1.021,2.195,9.401,2.221,0.000,4.570
a,67439,0.000,0.000,36.000,0.125,0.051,1.009,2.184,9.392,2.230,0.000,4.570
a,67443,0.000,0.000,36.000,0.064,0.158,0.536,2.186,9.390,2.231,0.000,4.526
a,67447,0.000,0.000,36.000,-0.043,-0.025,-0.304,2.192,9.386,2.211,0.000,4.526
a,67451,0.000,0.000,36.000,0.079,-0.056,1.070,2.215,9.358,2.229,0.000,4.219
a,67455,0.000,0.000,36.000,-0.043,0.066,-0.792,2.180,9.361,2.236,0.000,4.131
a,67460,0.000,0.000,36.000,0.018,0.021,-0.029,2.213,9.395,2.245,0.000,4.570
a,67464,0.000,0.000,36.000,-0.211,-0.025,-0.182,2.189,9.370,2.237,0.000,4.175
a,67467,0.000,0.000,36.000,-0.058,-0.025,-0.457,2.170,9.380,2.269,0.000,4.526
a,67472,0.000,0.000,36.000,0.003,-0.132,-0.136,2.215,9.412,2.231,0.000,4.526
a,67475,0.000,0.000,36.000,0.018,-0.147,0.200,2.195,9.396,2.252,0.000,4.219
a,67479,0.000,0.000,36.000,-0.104,0.204,-0.197,2.170,9.379,2.236,0.000,4.570
a,67483,0.000,0.000,36.000,-0.242,-0.132,0.307,2.207,9.410,2.231,0.000,4.570
a,67487,0.000,0.000,36.000,0.064,0.097,0.719,2.168,9.394,2.229,0.000,4.087
a,67491,0.000,0.000,36.000,0.216,-0.071,-0.579,2.164,9.386,2.231,0.000,4.175
a,67495,0.000,0.000,36.000,0.064,-0.071,0.124,2.211,9.413,2.230,0.000,4.131
a,67499,0.000,0.000,36.000,0.018,0.066,-0.350,2.201,9.400,2.231,0.000,4.526
a,67503,0.000,0.000,36.000,0.079,0.036,0.292,2.182,9.376,2.242,0.000,4.614
a,67507,0.000,0.000,36.000,0.278,-0.071,0.124,2.204,9.404,2.236,0.000,4.131
a,67511,0.000,0.000,36.000,-0.043,0.097,0.307,2.157,9.383,2.258,0.000,4.175
a,67516,0.000,0.000,36.000,0.232,0.204,-0.166,2.207,9.389,2.230,0.000,4.570
a,67520,0.000,0.000,36.000,-0.104,-0.132,-0.243,2.189,9.380,2.227,0.000,4.526
a,67523,0.000,0.000,36.000,0.125,-0.193,0.124,2.189,9.392,2.235,0.000,4.131
a,67527,0.000,0.000,36.000,0.110,-0.086,-0.472,2.204,9.414,2.217,0.000,4.175
a,67531,0.000,0.000,36.000,-0.013,-0.025,-0.670,2.184,9.392,2.246,0.000,4.175
a,67535,0.000,0.000,36.000,-0.043,-0.346,0.017,2.204,9.403,2.255,0.000,4.219
a,67539,0.000,0.000,36.000,0.018,0.127,-0.151,2.210,9.398,2.227,0.000,4.131
a,67543,0.000,0.000,36.000,0.003,0.143,-0.258,2.195,9.398,2.234,0.000,4.175
a,67547,0.000,0.000,36.000,-0.242,0.082,0.246,2.201,9.380,2.252,0.000,4.175
a,67551,0.000,0.000,36.000,-0.211,-0.178,-0.197,2.188,9.410,2.217,0.000,4.131
a,67555,0.000,0.000,36.000,0.171,0.051,0.398,2.195,9.378,2.242,0.000,4.175
a,67559,0.000,0.000,36.000,-0.013,0.082,-0.808,2.188,9.369,2.246,0.000,4.175
a,67564,0.000,0.000,36.000,0.094,-0.071,-0.823,2.189,9.382,2.243,0.000,4.526
a,67567,0.000,0.000,36.000,0.110,0.051,0.444,2.168,9.386,2.258,0.000,4.175
a,67571,0.000,0.000,36.000,-0.104,0.036,0.139,2.207,9.404,2.234,0.000,4.219
a,67575,0.000,0.000,36.000,0.049,-0.025,-0.533,2.198,9.397,2.242,0.000,4.526
a,67579,0.000,0.000,36.000,0.064,0.326,0.658,2.180,9.392,2.221,0.000,4.526
a,67584,0.000,0.000,36.000,0.094,0.036,-0.960,2.205,9.384,2.246,0.000,4.570
a,67588,0.000,0.000,36.000,0.232,0.219,0.261,2.199,9.400,2.223,0.000,4.570
a,67591,0.000,0.000,36.000,-0.043,0.082,-0.350,2.198,9.395,2.252,0.000,4.131
a,67595,0.000,0.000,36.000,-0.150,0.036,-0.411,2.207,9.370,2.252,0.000,4.175
a,67599,0.000,0.000,36.000,0.003,-0.056,0.353,2.179,9.376,2.234,0.000,4.131
a,67603,0.000,0.000,36.000,0.003,-0.071,0.124,2.229,9.391,2.230,0.000,4.219
a,67607,0.000,0.000,36.000,-0.104,-0.010,0.627,2.223,9.409,2.221,0.000,4.175
a,67611,0.000,0.000,36.000,0.171,-0.056,0.505,2.198,9.370,2.234,0.000,4.570
a,67616,0.000,0.000,36.000,-0.043,-0.025,-0.411,2.182,9.380,2.211,0.000,4.175
a,67619,0.000,0.000,36.000,-0.089,-0.071,0.414,2.215,9.348,2.213,0.000,4.131
a,67624,0.000,0.000,36.000,-0.043,0.204,-0.258,2.201,9.398,2.221,0.000,4.570
a,67628,0.000,0.000,36.000,0.110,-0.239,-0.197,2.195,9.395,2.243,0.000,4.175
a,67631,0.000,0.000,36.000,-0.089,0.158,1.055,2.199,9.382,2.227,0.000,4.131
a,67635,0.000,0.000,36.000,-0.043,0.204,-0.365,2.198,9.374,2.209,0.000,4.131
a,67639,0.000,0.000,36.000,-0.013,-0.071,-1.021,2.201,9.410,2.217,0.000,4.175
a,67643,0.000,0.000,36.000,-0.104,0.036,0.185,2.195,9.382,2.223,0.000,4.614
a,67647,0.000,0.000,36.000,-0.043,-0.056,0.460,2.195,9.418,2.240,0.000,4.175
a,67651,0.000,0.000,36.000,0.110,-0.056,0.673,2.204,9.390,2.217,0.000,4.526
a,67655,0.000,0.000,36.000,0.155,0.082,-0.686,2.189,9.403,2.236,0.000,4.570
a,67659,0.000,0.000,36.000,0.064,-0.178,0.185,2.184,9.421,2.246,0.000,4.526
a,67663,0.000,0.000,36.000,0.110,-0.025,-0.197,2.170,9.384,2.231,0.000,4.087
a,67667,0.000,0.000,36.000,-0.043,-0.025,0.017,2.188,9.382,2.234,0.000,4.526
a,67672,0.000,0.000,36.000,-0.150,-0.132,0.063,2.201,9.369,2.224,0.000,4.570
a,67675,0.000,0.000,36.000,0.232,-0.147,-0.960,2.205,9.400,2.248,0.000,4.482
a,67679,0.000,0.000,36.000,0.064,-0.025,0.185,2.199,9.403,2.240,0.000,4.570
a,67683,0.000,0.000,36.000,0.186,0.143,0.215,2.217,9.391,2.229,0.000,4.175
a,67687,0.000,0.000,36.000,-0.104,-0.025,0.185,2.210,9.379,2.223,0.000,4.175
a,67691,0.000,0.000,36.000,0.064,-0.178,-0.365,2.211,9.386,2.215,0.000,4.614
a,67695,0.000,0.000,36.000,-0.119,0.036,-0.853,2.194,9.392,2.215,0.000,4.526
a,67699,0.000,0.000,36.000,0.064,0.097,-0.166,2.204,9.380,2.247,0.000,4.131
a,67703,0.000,0.000,36.000,-0.211,-0.117,0.566,2.219,9.365,2.234,0.000,4.175
a,67708,0.000,0.000,36.000,0.171,-0.010,0.444,2.188,9.409,2.237,0.000,4.482
a,67712,0.000,0.000,36.000,0.125,0.219,0.933,2.184,9.392,2.240,0.000,4.526
a,67715,0.000,0.000,36.000,0.155,-0.071,-0.808,2.205,9.374,2.234,0.000,4.570
a,67719,0.000,0.000,36.000,0.155,0.082,-0.853,2.188,9.386,2.246,0.000,4.219
a,67723,0.000,0.000,36.000,0.125,0.189,0.169,2.163,9.382,2.239,0.000,4.131
a,67727,0.000,0.000,36.000,-0.028,-0.086,0.200,2.195,9.402,2.242,0.000,4.131
a,67732,0.000,0.000,36.000,-0.226,-0.132,-0.518,2.192,9.378,2.247,0.000,4.482
a,67736,0.000,0.000,36.000,0.064,-0.025,-0.090,2.198,9.404,2.229,0.000,4.219
a,67739,0.000,0.000,36.000,0.003,-0.224,0.414,2.176,9.395,2.213,0.000,4.087
a,67743,0.000,0.000,36.000,0.064,-0.025,0.017,2.201,9.390,2.240,0.000,4.175
a,67747,0.000,0.000,36.000,-0.119,0.143,-0.594,2.184,9.392,2.246,0.000,4.175
a,67751,0.000,0.000,36.000,0.094,-0.025,-0.747,2.180,9.412,2.234,0.000,4.175
a,67755,0.000,0.000,36.000,0.110,0.219,0.368,2.194,9.400,2.227,0.000,4.131
a,67760,0.000,0.000,36.000,0.125,-0.056,1.559,2.182,9.395,2.259,0.000,4.175
a,67763,0.000,0.000,36.000,-0.104,0.143,-0.426,2.182,9.376,2.243,0.000,4.526
a,67768,0.000,0.000,36.000,-0.043,0.082,-0.350,2.186,9.398,2.231,0.000,4.175
a,67771,0.000,0.000,36.000,0.155,-0.071,-0.640,2.213,9.421,2.236,0.000,4.219
a,67775,0.000,0.000,36.000,-0.043,0.036,-0.319,2.194,9.372,2.231,0.000,4.131
a,67779,0.000,0.000,36.000,0.110,-0.025,-0.151,2.210,9.395,2.236,0.000,4.175
a,67783,0.000,0.000,36.000,-0.058,-0.346,-1.113,2.198,9.419,2.236,0.000,4.043
a,67787,0.000,0.000,36.000,0.033,-0.132,1.406,2.198,9.406,2.229,0.000,4.131
a,67791,0.000,0.000,36.000,-0.043,-0.147,-1.281,2.195,9.361,2.225,0.000,4.219
a,67795,0.000,0.000,36.000,-0.211,0.204,-0.258,2.211,9.384,2.231,0.000,4.219
a,67799,0.000,0.000,36.000,-0.043,-0.071,-0.136,2.179,9.365,2.266,0.000,4.570
a,67803,0.000,0.000,36.000,0.064,-0.071,-0.151,2.217,9.397,2.234,0.000,4.614
a,67807,0.000,0.000,36.000,0.186,0.021,-0.197,2.192,9.410,2.254,0.000,4.219
a,67811,0.000,0.000,36.000,-0.119,-0.132,-0.518,2.195,9.343,2.236,0.000,4.570
a,67816,0.000,0.000,36.000,0.232,-0.163,0.505,2.204,9.403,2.236,0.000,4.175
a,67819,0.000,0.000,36.000,-0.043,-0.163,0.627,2.198,9.412,2.259,0.000,4.175
a,67823,0.000,0.000,36.000,0.186,-0.010,0.902,2.188,9.412,2.217,0.000,4.131
a,67827,0.000,0.000,36.000,-0.119,0.036,-0.624,2.205,9.390,2.229,0.000,4.570
a,67831,0.000,0.000,36.000,-0.104,0.143,-0.258,2.198,9.403,2.255,0.000,4.175
a,67835,0.000,0.000,36.000,-0.196,0.204,0.673,2.204,9.391,2.231,0.000,4.526
a,67839,0.000,0.000,36.000,-0.013,0.082,-0.838,2.188,9.389,2.240,0.000,4.131
a,67843,0.000,0.000,36.000,0.079,0.097,0.948,2.186,9.361,2.242,0.000,4.131
a,67847,0.000,0.000,36.000,-0.043,0.097,0.612,2.195,9.403,2.229,0.000,4.482
a,67851,0.000,0.000,36.000,-0.043,-0.132,0.078,2.180,9.403,2.229,0.000,4.570
a,67855,0.000,0.000,36.000,-0.058,0.082,-0.747,2.176,9.386,2.240,0.000,4.219
a,67860,0.000,0.000,36.000,-0.104,0.158,0.398,2.199,9.397,2.249,0.000,4.131
a,67863,0.000,0.000,36.000,0.018,0.097,0.963,2.189,9.390,2.230,0.000,4.570
a,67867,0.000,0.000,36.000,-0.104,-0.025,-0.029,2.186,9.379,2.229,0.000,4.614
a,67872,0.000,0.000,36.000,-0.074,-0.025,1.681,2.189,9.420,2.219,0.000,4.570
a,67875,0.000,0.000,36.000,0.262,-0.132,-1.189,2.194,9.392,2.231,0.000,4.570
a,67880,0.000,0.000,36.000,0.110,0.143,-0.380,2.198,9.421,2.253,0.000,4.570
a,67884,0.000,0.000,36.000,-0.043,-0.132,0.139,2.180,9.398,2.227,0.000,4.482
a,67888,0.000,0.000,36.000,-0.211,-0.224,0.460,2.176,9.398,2.246,0.000,4.526
a,67891,0.000,0.000,36.000,-0.043,-0.178,-0.075,2.189,9.401,2.211,0.000,4.175
a,67895,0.000,0.000,36.000,-0.104,-0.071,0.032,2.186,9.372,2.230,0.000,4.175
a,67899,0.000,0.000,36.000,0.064,0.158,0.582,2.188,9.382,2.227,0.000,4.570
a,67903,0.000,0.000,36.000,-0.119,-0.178,-0.808,2.173,9.396,2.229,0.000,4.219
a,67908,0.000,0.000,36.000,0.110,0.143,-0.212,2.168,9.365,2.252,0.000,4.175
a,67912,0.000,0.000,36.000,-0.028,0.097,0.948,2.201,9.389,2.234,0.000,4.570
a,67915,0.000,0.000,36.000,0.064,0.250,-0.395,2.198,9.408,2.221,0.000,4.175
