HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SWP_SG,SV_POS
a,111671,0.000,-6.173,36.000,2.846,3.664,-1.316,2.060,8.431,2.857,-6.173,3.340
a,111675,0.000,-9.676,36.000,-2.803,-3.786,-2.338,2.905,10.195,1.158,-9.676,16.523
a,111679,0.000,-9.227,36.000,0.479,0.412,1.997,1.788,8.890,3.278,-9.227,17.402
a,111683,0.000,-5.001,36.000,1.075,3.557,-0.476,1.651,9.917,1.561,-5.001,12.568
a,111687,0.000,1.275,36.000,0.082,-0.015,0.257,3.104,9.224,2.383,1.275,3.999
a,111691,0.000,7.032,36.000,-1.567,-4.519,0.059,2.613,9.482,1.863,7.032,3.428
a,111695,0.000,9.904,36.000,-0.345,-2.198,0.211,1.889,9.021,2.701,9.904,13.228
a,111699,0.000,8.706,36.000,0.846,3.405,0.349,1.238,9.287,2.203,8.706,2.812
a,111703,0.000,3.922,36.000,-0.238,0.351,-0.064,3.229,9.116,2.485,3.922,2.593
a,111708,0.000,-2.480,36.000,-2.712,-3.175,-0.232,2.356,9.881,1.708,-2.480,2.637
a,111711,0.000,-7.862,36.000,2.647,2.412,-0.430,2.221,8.790,2.691,-7.862,3.120
a,111715,0.000,-9.999,36.000,-2.437,-3.236,-1.041,2.680,10.315,1.749,-9.999,3.384
a,111719,0.000,-8.002,36.000,0.540,-0.015,1.249,1.817,8.692,2.914,-8.002,15.381
a,111723,0.000,-2.690,36.000,1.075,2.855,-0.293,1.944,9.744,1.551,-2.690,3.384
a,111727,0.000,3.740,36.000,-0.040,0.031,0.059,2.836,9.116,2.473,3.740,3.120
a,111731,0.000,8.621,36.000,-1.063,-3.007,0.226,2.547,9.418,1.935,8.621,12.964
a,111735,0.000,9.922,36.000,-0.681,-1.542,-0.125,1.751,9.201,2.362,9.922,15.249
a,111739,0.000,7.095,36.000,0.937,2.993,0.684,1.450,9.250,2.400,7.095,13.315
a,111743,0.000,1.312,36.000,1.288,0.122,-0.522,2.960,9.098,2.170,1.312,1.714
a,111747,0.000,-5.022,36.000,0.418,3.038,0.791,1.192,9.269,2.043,-5.022,2.505
a,111751,0.000,-9.262,36.000,1.975,2.000,-0.018,2.607,9.194,2.251,-9.262,15.425
a,111756,0.000,-9.633,36.000,-2.788,-4.412,1.081,2.476,9.681,1.569,-9.633,14.634
a,111759,0.000,-5.972,36.000,2.097,2.535,0.562,1.317,8.796,3.333,-5.972,12.612
a,111763,0.000,0.193,36.000,0.067,3.084,-0.476,2.084,9.796,1.699,0.193,3.911
a,111767,0.000,6.281,36.000,-0.086,-2.565,0.761,3.219,9.111,2.248,6.281,6.943
a,111771,0.000,9.733,36.000,-1.811,-3.389,1.677,1.835,9.468,1.866,9.733,12.612
a,111776,0.000,9.094,36.000,0.693,0.977,1.005,1.648,9.088,2.726,9.094,13.667
a,111779,0.000,4.626,36.000,0.189,0.809,0.303,2.576,8.934,1.772,4.626,8.218
a,111783,0.000,-1.794,36.000,0.433,3.710,2.028,1.384,9.076,2.079,-1.794,2.417
a,111787,0.000,-7.460,36.000,1.227,2.428,0.562,2.444,9.374,2.326,-7.460,3.164
a,111791,0.000,-9.978,36.000,-2.070,-3.603,-1.590,2.799,10.058,1.234,-9.978,13.931
a,111795,0.000,-8.276,36.000,1.227,0.367,0.669,1.664,8.958,3.032,-8.276,15.952
a,111799,0.000,-3.068,36.000,-0.254,2.092,-0.751,1.794,9.620,2.088,-3.068,7.646
a,111803,0.000,3.443,36.000,0.311,-0.610,0.165,3.039,9.297,2.298,3.443,2.725
a,111808,0.000,8.496,36.000,-1.857,-3.221,-0.674,2.072,9.683,1.767,8.496,13.315
a,111812,0.000,9.941,36.000,0.632,0.122,-0.277,1.794,9.105,2.810,9.941,15.117
a,111816,0.000,7.156,36.000,1.181,2.580,-0.247,1.905,9.511,1.911,7.156,9.800
a,111819,0.000,1.322,36.000,-2.269,-2.977,-0.399,2.598,9.477,2.438,1.322,2.505
a,111823,0.000,-5.080,36.000,1.777,4.779,1.570,1.542,8.720,2.398,-5.080,3.120
a,111827,0.000,-9.316,36.000,-1.445,-3.557,0.364,3.273,9.977,1.493,-9.316,4.131
a,111831,0.000,-9.571,36.000,-0.681,-1.267,-0.201,1.982,9.061,2.717,-9.571,14.678
a,111835,0.000,-5.729,36.000,1.319,3.374,0.120,1.611,9.310,1.835,-5.729,14.019
a,111839,0.000,0.569,36.000,-0.467,0.412,-0.170,2.728,9.437,2.279,0.569,3.384
a,111843,0.000,6.627,36.000,-0.269,-2.412,1.646,2.666,9.342,2.205,6.627,2.769
a,111847,0.000,9.841,36.000,-1.078,-2.519,-0.079,1.935,9.286,2.294,9.841,15.820
a,111851,0.000,8.824,36.000,0.571,1.451,-0.201,1.528,9.184,2.467,8.824,15.249
a,111855,0.000,4.008,36.000,0.617,0.474,-0.247,2.558,9.530,2.162,4.008,11.865
a,111859,0.000,-2.539,36.000,-1.811,0.519,1.982,1.355,9.858,2.270,-2.539,6.152
a,111863,0.000,-7.994,36.000,2.678,2.993,0.043,2.269,9.006,2.814,-7.994,8.130
a,111868,0.000,-9.997,36.000,-2.727,-4.244,-0.690,2.886,9.956,1.348,-9.997,5.493
a,111872,0.000,-7.676,36.000,1.334,1.787,1.036,1.399,8.935,3.047,-7.676,14.458
a,111875,0.000,-2.030,36.000,0.815,2.809,-1.331,1.771,9.956,1.930,-2.030,6.196
a,111879,0.000,4.500,36.000,0.235,-1.267,-0.491,3.263,9.181,2.274,4.500,2.637
a,111883,0.000,9.079,36.000,-1.445,-3.114,0.242,2.018,9.470,1.935,9.079,11.206
a,111887,0.000,9.715,36.000,0.357,-0.122,0.471,1.991,9.025,2.729,9.715,15.161
a,111892,0.000,6.122,36.000,-0.177,-0.122,0.333,2.551,9.266,1.748,6.122,10.459
a,111895,0.000,-0.139,36.000,-2.193,0.397,2.684,1.362,9.872,2.691,-0.139,2.505
a,111899,0.000,-6.343,36.000,3.349,4.504,1.219,2.122,9.058,2.687,-6.343,3.208
a,111903,0.000,-9.780,36.000,-1.643,-3.664,-1.316,3.245,9.980,1.274,-9.780,3.955
a,111907,0.000,-8.943,36.000,0.296,-0.381,0.150,1.666,8.817,3.197,-8.943,15.952
a,111912,0.000,-4.190,36.000,1.426,3.298,-1.361,1.381,9.779,1.972,-4.190,13.140
a,111915,0.000,2.401,36.000,0.036,0.046,1.524,3.033,9.382,2.369,2.401,3.428
a,111919,0.000,7.943,36.000,-1.185,-2.962,-0.140,2.144,9.658,1.787,7.943,11.074
a,111923,0.000,9.997,36.000,-0.055,-1.450,0.211,1.990,9.104,2.582,9.997,18.105
a,111927,0.000,7.656,36.000,0.372,2.351,2.333,1.624,9.467,2.037,7.656,3.208
a,111931,0.000,1.942,36.000,0.571,-0.366,-1.422,2.892,8.753,2.444,1.942,10.195
a,111935,0.000,-4.631,36.000,-2.086,1.161,2.288,1.057,9.864,1.999,-4.631,3.208
a,111939,0.000,-9.163,36.000,2.082,1.710,-1.819,2.592,9.159,2.838,-9.163,3.428
a,111943,0.000,-9.649,36.000,-2.880,-3.923,0.883,2.777,9.904,1.440,-9.649,17.314
a,111947,0.000,-5.866,36.000,1.136,1.344,1.448,1.419,9.036,3.067,-5.866,15.161
a,111951,0.000,0.518,36.000,1.013,4.046,-0.323,1.853,9.755,1.743,0.518,3.296
a,111955,0.000,6.675,36.000,-0.544,-2.687,-0.766,3.487,9.366,2.203,6.675,9.053
a,111959,0.000,9.871,36.000,-1.964,-3.832,-1.590,1.713,9.443,2.143,9.871,2.505
a,111964,0.000,8.681,36.000,1.059,2.260,-0.125,1.474,9.169,2.721,8.681,14.502
a,111968,0.000,3.627,36.000,-0.132,-2.244,0.486,3.236,9.664,1.793,3.627,10.283
a,111971,0.000,-3.046,36.000,1.288,5.054,1.020,1.310,8.926,2.176,-3.046,2.461
a,111975,0.000,-8.364,36.000,0.708,0.855,-0.964,2.618,9.651,2.127,-8.364,13.799
a,111979,0.000,-9.949,36.000,-2.345,-3.939,-1.193,2.650,9.618,1.654,-9.949,13.711
a,111983,0.000,-7.086,36.000,1.395,1.405,1.097,1.516,8.939,3.010,-7.086,13.799
a,111988,0.000,-1.049,36.000,0.204,1.954,0.883,2.034,9.911,2.127,-1.049,6.680
a,111992,0.000,5.461,36.000,0.723,0.428,0.135,2.734,9.122,2.241,5.461,2.593
a,111996,0.000,9.524,36.000,-1.368,-3.710,-1.102,2.370,9.714,1.854,9.524,13.887
a,111999,0.000,9.310,36.000,-0.147,-1.145,0.288,1.816,9.106,2.757,9.310,14.502
a,112003,0.000,4.908,36.000,0.128,0.351,-1.010,2.309,9.397,1.972,4.908,11.777
a,112007,0.000,-1.706,36.000,-1.292,0.657,1.646,1.279,9.953,2.796,-1.706,2.505
a,112012,0.000,-7.554,36.000,2.479,4.397,1.845,2.371,9.064,2.783,-7.554,11.646
a,112015,0.000,-9.996,36.000,-2.574,-4.381,-2.323,3.086,10.269,1.001,-9.996,15.381
a,112020,0.000,-7.921,36.000,0.739,-0.076,0.425,1.811,8.867,3.296,-7.921,15.117
a,112024,0.000,-2.261,36.000,0.846,3.344,-0.338,1.451,9.782,1.963,-2.261,8.789
a,112027,0.000,4.426,36.000,0.189,-0.504,-0.461,3.292,9.292,2.379,4.426,3.252
a,112031,0.000,9.109,36.000,-1.185,-2.992,0.562,2.076,9.528,1.782,9.109,3.252
a,112035,0.000,9.659,36.000,-0.361,-1.465,0.364,1.938,9.164,2.648,9.659,15.908
a,112039,0.000,5.818,36.000,0.723,2.580,-1.331,1.635,9.421,1.980,5.818,12.393
a,112043,0.000,-0.673,36.000,-1.841,-2.504,0.654,2.974,9.360,2.359,-0.673,6.328
a,112047,0.000,-6.860,36.000,1.670,5.328,0.684,1.511,8.929,2.110,-6.860,3.340
a,112051,0.000,-9.921,36.000,-1.170,-2.595,-2.216,3.298,9.811,1.980,-9.921,15.425
a,112055,0.000,-8.452,36.000,-1.796,-2.519,0.120,2.055,9.172,2.456,-8.452,18.062
a,112059,0.000,-3.117,36.000,1.975,3.787,-0.613,1.366,9.529,2.076,-3.117,13.755
a,112063,0.000,3.648,36.000,-0.254,0.046,0.608,2.980,9.597,2.130,3.648,6.284
a,112067,0.000,8.744,36.000,-1.017,-3.694,1.127,2.647,9.370,2.040,8.744,3.867
a,112072,0.000,9.830,36.000,0.036,-1.053,0.242,1.771,9.081,2.535,9.830,3.384
a,112075,0.000,6.400,36.000,0.067,1.771,-0.384,1.763,9.400,2.172,6.400,14.590
a,112079,0.000,0.024,36.000,0.128,0.077,-0.613,2.927,9.002,2.389,0.024,7.427
a,112083,0.000,-6.366,36.000,-2.330,-1.038,0.211,1.711,9.922,2.073,-6.366,3.867
a,112087,0.000,-9.824,36.000,3.105,4.336,-0.842,1.960,8.598,2.936,-9.824,13.052
a,112091,0.000,-8.749,36.000,-2.574,-4.794,-0.873,2.909,10.082,1.047,-8.749,18.765
a,112095,0.000,-3.630,36.000,-0.345,-0.213,0.944,1.800,8.930,3.151,-3.630,16.655
a,112099,0.000,3.171,36.000,2.861,5.512,-0.170,1.411,9.279,1.805,3.171,4.614
a,112103,0.000,8.507,36.000,-1.307,-3.969,-0.232,3.782,9.580,2.076,8.507,4.087
a,112107,0.000,9.900,36.000,-1.628,-3.481,0.471,1.692,9.343,2.229,9.900,15.952
a,112112,0.000,6.696,36.000,1.151,1.344,-0.980,1.702,9.158,2.634,6.696,14.546
a,112116,0.000,0.378,36.000,-1.078,-3.786,-0.842,3.421,10.114,1.713,0.378,3.516
a,112119,0.000,-6.119,36.000,2.937,5.863,0.975,1.189,9.019,2.456,-6.119,4.614
a,112124,0.000,-9.769,36.000,0.372,-0.320,-3.285,2.750,9.755,1.742,-9.769,19.995
a,112127,0.000,-8.862,36.000,-2.498,-5.206,-0.491,3.020,9.671,1.757,-8.862,18.633
a,112131,0.000,-3.816,36.000,2.067,3.924,2.776,0.964,9.312,3.013,-3.816,16.787
a,112136,0.000,3.018,36.000,1.151,2.153,-0.827,2.516,9.592,1.949,3.018,5.977
a,112139,0.000,8.442,36.000,-1.063,-4.137,0.257,3.020,9.446,1.864,8.442,10.898
a,112143,0.000,9.912,36.000,-0.849,-1.694,1.036,1.591,9.208,2.393,9.912,15.381
a,112148,0.000,6.731,36.000,0.510,0.993,-0.644,1.695,9.360,2.225,6.731,13.096
a,112152,0.000,0.386,36.000,0.754,-1.374,1.830,3.174,9.578,2.356,0.386,3.867
a,112155,0.000,-6.144,36.000,0.693,4.077,1.051,1.177,8.965,2.203,-6.144,3.999
a,112159,0.000,-9.783,36.000,1.487,2.031,-1.361,2.438,9.437,2.318,-9.783,18.896
a,112163,0.000,-8.812,36.000,-1.811,-3.908,-2.903,2.914,9.687,1.615,-8.812,17.930
a,112167,0.000,-3.680,36.000,1.136,1.695,2.410,1.284,9.125,3.032,-3.680,15.776
a,112171,0.000,3.194,36.000,1.685,2.870,-1.010,2.501,9.395,1.850,3.194,3.999
a,112175,0.000,8.560,36.000,-2.391,-5.923,0.425,3.408,9.628,1.946,8.560,9.536
a,112179,0.000,9.873,36.000,-0.666,-1.282,0.135,1.322,8.976,2.666,9.873,15.117
a,112183,0.000,6.504,36.000,1.105,1.222,-0.796,1.757,9.528,2.126,6.504,13.228
a,112187,0.000,0.045,36.000,-2.132,-1.862,-0.827,2.485,9.538,2.339,0.045,3.252
a,112191,0.000,-6.439,36.000,2.586,5.115,1.326,1.751,8.564,2.504,-6.439,8.789
a,112195,0.000,-9.861,36.000,-1.597,-2.717,-3.651,3.201,10.054,1.885,-9.861,16.655
a,112199,0.000,-8.586,36.000,-0.727,-2.687,0.532,2.416,9.024,2.631,-8.586,17.402
a,112203,0.000,-3.214,36.000,1.120,1.451,0.562,1.562,9.759,2.191,-3.214,13.667
a,112207,0.000,3.696,36.000,0.296,0.687,0.089,2.532,9.365,2.303,3.696,3.472
a,112212,0.000,8.842,36.000,-1.078,-3.191,-0.751,2.522,9.606,1.780,8.842,10.986
a,112215,0.000,9.758,36.000,-0.238,-0.687,-0.140,1.796,9.159,2.594,9.758,13.667
a,112219,0.000,5.996,36.000,0.464,1.359,1.204,1.785,9.366,2.219,5.996,2.637
a,112223,0.000,-0.645,36.000,-2.208,-3.130,-0.354,2.547,9.480,2.422,-0.645,3.164
a,112227,0.000,-6.979,36.000,2.189,4.886,2.272,1.335,8.898,2.522,-6.979,3.516
a,112232,0.000,-9.960,36.000,-1.490,-2.366,-2.980,3.061,10.008,1.936,-9.960,18.062
a,112235,0.000,-8.145,36.000,-1.414,-2.855,-0.796,2.442,9.236,2.597,-8.145,17.842
a,112239,0.000,-2.402,36.000,1.013,2.031,-0.384,1.578,9.799,2.361,-2.402,12.524
a,112243,0.000,4.503,36.000,0.464,1.161,-0.079,2.665,9.279,2.355,4.503,3.911
a,112248,0.000,9.236,36.000,-1.796,-3.603,-0.399,2.653,9.528,1.799,9.236,11.602
a,112251,0.000,9.501,36.000,-0.193,-1.389,-0.720,1.757,9.066,2.444,9.501,15.381
a,112255,0.000,5.164,36.000,0.632,1.924,-0.384,1.765,9.386,2.079,5.164,16.523
a,112260,0.000,-1.680,36.000,-1.460,-1.984,-0.491,3.205,9.682,2.149,-1.680,6.240
a,112264,0.000,-7.712,36.000,0.952,3.695,1.433,1.202,9.519,2.343,-7.712,10.415
a,112267,0.000,-9.998,36.000,1.410,1.771,0.975,2.261,9.513,2.053,-9.998,17.886
a,112272,0.000,-7.418,36.000,-1.750,-3.450,-0.720,2.696,9.498,2.144,-7.418,16.611
a,112275,0.000,-1.223,36.000,0.433,1.664,1.310,1.557,9.183,3.096,-1.223,9.097
a,112279,0.000,5.572,36.000,0.891,1.390,-0.369,2.625,9.439,2.004,5.572,3.867
a,112283,0.000,9.649,36.000,-2.300,-4.305,1.280,2.495,9.668,1.796,9.649,13.052
a,112287,0.000,9.009,36.000,0.220,0.138,1.326,1.557,8.941,2.692,9.009,15.293
a,112291,0.000,3.958,36.000,-0.559,-1.236,-2.751,2.417,9.606,1.914,3.958,10.415
a,112295,0.000,-3.036,36.000,-1.109,2.153,1.234,1.324,9.303,2.435,-3.036,3.208
a,112299,0.000,-8.543,36.000,2.388,4.382,1.524,1.864,9.263,2.617,-8.543,3.428
a,112303,0.000,-9.856,36.000,-2.086,-3.725,-2.399,3.185,9.764,1.738,-9.856,17.490
a,112307,0.000,-6.322,36.000,0.357,-0.763,1.875,1.975,8.990,2.909,-6.322,16.743
a,112311,0.000,0.328,36.000,0.830,2.367,-0.705,1.676,9.114,2.040,0.328,11.030
a,112315,0.000,6.820,36.000,-0.284,-0.931,0.898,3.002,9.335,2.318,6.820,9.053
a,112319,0.000,9.948,36.000,-1.536,-2.962,-0.842,2.113,9.470,1.903,9.948,14.590
a,112324,0.000,8.161,36.000,0.784,1.099,-1.224,1.800,9.021,2.608,8.161,15.425
a,112327,0.000,2.335,36.000,0.250,-0.610,0.486,2.436,9.765,1.948,2.335,11.602
a,112331,0.000,-4.650,36.000,-1.826,-1.343,-0.338,1.979,9.722,2.600,-4.650,2.637
a,112335,0.000,-9.333,36.000,2.555,3.191,-0.659,2.286,9.066,2.483,-9.333,11.777
a,112339,0.000,-9.384,36.000,-1.964,-2.580,-1.239,2.921,10.026,1.675,-9.384,15.864
a,112343,0.000,-4.770,36.000,0.525,-0.794,-0.003,1.693,8.936,2.975,-4.770,13.008
a,112347,0.000,2.221,36.000,1.059,2.412,-1.438,1.761,9.680,2.095,2.221,3.472
a,112351,0.000,8.108,36.000,0.464,0.321,1.723,2.890,9.205,2.346,8.108,2.681
a,112355,0.000,9.953,36.000,-1.460,-3.710,0.089,2.152,9.616,1.796,9.953,15.073
a,112359,0.000,6.828,36.000,0.907,1.008,0.120,1.537,8.951,2.784,6.828,13.140
a,112363,0.000,0.287,36.000,-2.238,-1.710,-0.873,1.944,10.258,2.149,0.287,2.461
a,112368,0.000,-6.401,36.000,2.479,4.061,0.135,2.336,8.894,2.731,-6.401,3.296
a,112372,0.000,-9.884,36.000,-1.048,-0.672,-0.628,2.650,9.900,1.235,-9.884,17.227
a,112376,0.000,-8.409,36.000,0.021,-1.068,-0.537,2.346,9.109,2.804,-8.409,15.293
a,112379,0.000,-2.708,36.000,0.830,1.725,-0.216,1.512,9.663,1.945,-2.708,13.711
a,112383,0.000,4.358,36.000,0.617,-0.855,-0.980,2.768,9.303,2.479,4.358,3.428
a,112387,0.000,9.233,36.000,-1.063,-2.748,0.120,2.441,9.591,1.906,9.233,3.384
a,112391,0.000,9.455,36.000,-0.086,-0.305,-0.919,1.686,9.082,2.501,9.455,14.019
a,112395,0.000,4.904,36.000,0.830,2.138,-0.583,1.915,9.343,2.114,4.904,13.271
a,112399,0.000,-2.127,36.000,-0.147,-1.145,0.394,3.111,8.896,2.252,-2.127,7.690
a,112404,0.000,-8.085,36.000,0.204,2.229,1.372,0.974,9.060,2.149,-8.085,3.164
a,112407,0.000,-9.951,36.000,1.319,1.756,-1.331,2.473,9.209,2.525,-9.951,12.964
a,112412,0.000,-6.771,36.000,-1.521,-3.068,-0.079,2.851,9.418,1.895,-6.771,14.019
a,112416,0.000,-0.151,36.000,0.311,0.245,-0.461,1.652,9.437,2.841,-0.151,3.472
a,112419,0.000,6.549,36.000,0.784,2.382,-0.399,2.063,9.363,1.901,6.549,6.987
a,112423,0.000,9.919,36.000,-0.864,-1.740,-0.491,2.808,9.373,2.122,9.919,14.370
a,112427,0.000,8.237,36.000,-1.139,-2.336,0.669,1.923,9.270,2.307,8.237,13.271
a,112431,0.000,2.352,36.000,1.380,2.428,-0.583,1.568,9.125,2.529,2.352,11.118
a,112435,0.000,-4.737,36.000,-1.551,0.580,0.379,1.804,9.821,2.314,-4.737,2.505
a,112439,0.000,-9.408,36.000,3.242,4.596,-0.186,2.049,8.871,2.525,-9.408,10.459
a,112443,0.000,-9.265,36.000,-2.498,-4.259,-1.621,3.154,10.206,1.708,-9.265,15.864
a,112447,0.000,-4.373,36.000,-0.727,-2.534,-0.216,2.016,8.979,2.810,-4.373,13.843
a,112451,0.000,2.765,36.000,2.159,3.298,0.181,1.347,9.509,2.301,2.765,8.438
a,112455,0.000,8.486,36.000,-0.086,-0.672,-0.140,3.043,9.476,2.467,8.486,3.296
a,112459,0.000,9.845,36.000,-0.864,-2.336,0.822,2.322,9.361,1.876,9.845,3.252
a,112464,0.000,6.135,36.000,-0.025,0.138,0.242,1.776,9.214,2.583,6.135,13.799
a,112468,0.000,-0.739,36.000,0.693,-1.618,-0.476,2.619,9.015,2.085,-0.739,7.734
a,112471,0.000,-7.236,36.000,0.449,4.183,2.852,1.076,8.997,2.375,-7.236,3.296
a,112475,0.000,-9.997,36.000,0.372,1.725,1.433,2.550,9.318,2.149,-9.997,15.205
a,112479,0.000,-7.587,36.000,-1.368,-2.244,-0.690,2.880,9.577,1.501,-7.587,16.655
a,112484,0.000,-1.246,36.000,0.296,0.489,0.684,1.629,9.431,2.665,-1.246,11.206
a,112488,0.000,5.744,36.000,0.571,1.267,-0.583,2.065,9.179,2.085,5.744,3.340
a,112492,0.000,9.755,36.000,-0.910,-3.710,0.349,3.152,9.310,2.142,9.755,14.019
a,112495,0.000,8.698,36.000,-1.231,-1.465,1.158,1.645,9.318,2.325,8.698,12.568
a,112499,0.000,3.113,36.000,0.326,-0.488,-2.079,2.146,9.592,2.234,3.113,12.480
a,112503,0.000,-4.096,36.000,-1.628,0.275,0.608,1.697,9.832,2.478,-4.096,2.461
a,112508,0.000,-9.172,36.000,2.662,3.741,-0.674,2.370,8.922,2.672,-9.172,10.547
a,112511,0.000,-9.461,36.000,-2.529,-4.091,-2.552,3.079,10.133,1.754,-9.461,3.867
a,112516,0.000,-4.803,36.000,0.846,-0.397,0.761,1.736,8.916,3.093,-4.803,3.911
a,112520,0.000,2.371,36.000,0.632,1.924,-0.491,1.689,9.843,1.809,2.371,6.724
a,112523,0.000,8.307,36.000,0.143,0.458,-0.186,2.654,9.182,2.460,8.307,10.942
a,112527,0.000,9.886,36.000,-0.987,-3.007,-0.812,2.339,9.618,1.761,9.886,15.117
a,112531,0.000,6.274,36.000,-0.025,-0.412,-0.384,1.726,9.110,2.659,6.274,14.414
a,112535,0.000,-0.640,36.000,0.342,-2.916,-0.766,2.993,9.240,2.034,-0.640,6.899
a,112539,0.000,-7.221,36.000,0.494,3.481,2.318,1.273,8.952,2.172,-7.221,8.965
a,112543,0.000,-9.998,36.000,1.197,1.206,-2.506,2.427,9.673,2.404,-9.998,15.864
a,112547,0.000,-7.500,36.000,-1.689,-3.023,-0.796,2.670,9.299,2.191,-7.500,13.008
a,112551,0.000,-1.038,36.000,1.685,1.832,-1.545,1.605,9.298,2.698,-1.038,11.206
a,112555,0.000,5.977,36.000,0.128,1.176,-0.308,2.260,9.499,1.872,5.977,3.428
a,112559,0.000,9.829,36.000,-1.292,-3.786,-0.232,2.634,9.531,2.018,9.829,13.008
a,112563,0.000,8.471,36.000,-0.132,-0.458,0.440,1.664,9.082,2.374,8.471,16.128
a,112568,0.000,2.616,36.000,0.922,1.557,-1.041,1.785,9.559,2.073,2.616,11.118
a,112571,0.000,-4.633,36.000,-2.315,-2.473,0.623,2.649,9.591,2.336,-4.633,2.593
a,112575,0.000,-9.420,36.000,2.464,4.840,0.013,1.702,8.821,2.320,-9.420,13.315
a,112579,0.000,-9.191,36.000,-1.551,-1.939,0.104,2.846,9.850,1.487,-9.191,15.864
a,112583,0.000,-4.060,36.000,-0.712,-1.603,1.036,2.121,9.377,2.437,-4.060,3.955
a,112587,0.000,3.242,36.000,1.258,2.748,-1.712,1.247,9.340,2.363,3.242,3.472
a,112591,0.000,8.814,36.000,0.342,0.214,0.349,3.065,9.346,2.295,8.814,3.164
a,112595,0.000,9.671,36.000,-1.628,-3.618,-0.720,2.682,9.492,1.835,9.671,16.084
a,112599,0.000,5.347,36.000,0.586,0.183,-0.445,1.462,9.103,2.676,5.347,10.415
a,112603,0.000,-1.848,36.000,-1.322,-1.481,1.372,2.431,9.979,2.030,-1.848,5.625
a,112607,0.000,-8.054,36.000,2.647,3.787,0.135,1.596,8.753,2.482,-8.054,3.384
a,112612,0.000,-9.932,36.000,-0.437,-0.076,-1.468,2.750,9.825,1.943,-9.932,18.062
a,112615,0.000,-6.464,36.000,-0.925,-2.152,-1.071,2.660,9.284,2.512,-6.464,16.567
a,112620,0.000,0.490,36.000,0.555,2.107,-0.659,1.493,9.353,1.882,0.490,4.131
a,112624,0.000,7.183,36.000,-0.162,-2.962,-1.132,3.235,9.572,2.291,7.183,3.384
a,112627,0.000,9.999,36.000,-2.147,-3.939,2.135,2.102,9.567,1.972,9.999,13.931
a,112631,0.000,7.407,36.000,1.456,1.649,-0.293,1.522,8.853,2.822,7.407,15.952
a,112635,0.000,0.000,36.000,0.021,-2.595,-0.842,2.890,10.342,1.680,0.000,3.208
a,112639,0.000,0.000,36.000,1.517,4.000,1.524,1.574,9.161,2.775,0.000,3.472
a,112643,0.000,0.000,36.000,0.891,1.176,-0.064,2.429,9.793,1.867,0.000,3.999
a,112648,0.000,0.000,36.000,-1.567,-3.847,-0.506,2.841,9.377,2.167,0.000,4.570
a,112651,0.000,0.000,36.000,0.739,1.466,1.387,1.444,9.166,2.492,0.000,4.658
a,112656,0.000,0.000,36.000,-0.025,1.222,-0.522,2.121,9.470,2.235,0.000,4.614
a,112660,0.000,0.000,36.000,0.433,0.138,1.524,2.711,9.305,2.292,0.000,4.746
a,112664,0.000,0.000,36.000,-0.880,-1.923,-0.949,2.298,9.506,2.055,0.000,4.702
a,112667,0.000,0.000,36.000,-0.193,-0.717,0.623,2.003,9.307,2.473,0.000,6.680
a,112671,0.000,0.000,36.000,0.571,1.542,-0.583,1.905,9.342,2.209,0.000,4.658
a,112675,0.000,0.000,36.000,0.204,1.390,0.181,2.205,9.394,2.279,0.000,4.658
a,112679,0.000,0.000,36.000,-0.300,-0.565,-0.155,2.485,9.420,2.136,0.000,8.965
a,112683,0.000,0.000,36.000,-0.574,-1.481,-0.125,2.265,9.394,2.175,0.000,4.614
a,112687,0.000,0.000,36.000,0.128,-0.137,-0.827,1.936,9.323,2.349,0.000,4.746
a,112691,0.000,0.000,36.000,0.082,0.458,0.028,2.146,9.380,2.200,0.000,4.614
a,112695,0.000,0.000,36.000,0.342,0.351,-1.056,2.234,9.365,2.301,0.000,4.087
a,112699,0.000,0.000,36.000,-0.177,-0.122,0.486,2.380,9.319,2.222,0.000,4.043
a,112703,0.000,0.000,36.000,-0.742,-1.435,-0.125,2.253,9.380,2.103,0.000,3.999
a,112707,0.000,0.000,36.000,0.342,0.046,0.211,1.991,9.298,2.383,0.000,3.955
a,112712,0.000,0.000,36.000,0.021,0.779,-1.163,2.100,9.456,2.172,0.000,3.955
a,112715,0.000,0.000,36.000,0.296,0.870,0.226,2.224,9.319,2.333,0.000,3.955
a,112719,0.000,0.000,36.000,-0.437,-0.397,-1.407,2.336,9.434,2.119,0.000,3.999
a,112723,0.000,0.000,36.000,-0.254,-0.885,-0.308,2.255,9.330,2.291,0.000,3.955
a,112728,0.000,0.000,36.000,0.082,-0.091,-0.170,2.025,9.359,2.253,0.000,3.999
a,112731,0.000,0.000,36.000,0.082,0.458,0.028,2.143,9.379,2.266,0.000,3.999
a,112735,0.000,0.000,36.000,0.250,0.199,0.517,2.240,9.370,2.251,0.000,3.955
a,112739,0.000,0.000,36.000,-0.467,-0.473,-0.873,2.296,9.409,2.162,0.000,3.911
a,112743,0.000,0.000,36.000,-0.345,-0.626,-0.094,2.213,9.384,2.282,0.000,3.911
a,112747,0.000,0.000,36.000,-0.070,0.351,-0.125,2.024,9.385,2.222,0.000,3.867
