HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,SWP_SG,SV_POS,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z
a,78431,0.000,0.000,36.000,0.000,4.043,-0.029,-0.256,0.230,2.212,9.351,2.206
a,78435,0.000,0.000,36.000,0.000,3.999,0.077,0.125,-0.213,2.228,9.357,2.204
a,78439,0.000,0.000,36.000,0.000,4.087,0.001,-0.104,-0.747,2.194,9.347,2.206
a,78443,0.000,0.000,36.000,0.000,3.999,0.032,0.064,-0.259,2.225,9.349,2.211
a,78447,0.000,0.000,36.000,0.000,4.131,-0.075,-0.043,-0.366,2.210,9.353,2.209
a,78451,0.000,0.000,36.000,0.000,4.131,0.077,0.064,0.550,2.219,9.345,2.219
a,78455,0.000,0.000,36.000,0.000,4.131,-0.029,-0.256,0.612,2.228,9.349,2.191
a,78459,0.000,0.000,36.000,0.000,4.043,0.139,0.186,0.932,2.203,9.348,2.205
a,78463,0.000,0.000,36.000,0.000,3.999,-0.136,-0.058,-0.411,2.218,9.337,2.207
a,78468,0.000,0.000,36.000,0.000,3.999,0.077,-0.119,0.001,2.212,9.346,2.198
a,78471,0.000,0.000,36.000,0.000,4.043,-0.197,0.247,0.550,2.217,9.328,2.221
a,78475,0.000,0.000,36.000,0.000,4.087,-0.045,0.156,0.703,2.201,9.364,2.188
a,78479,0.000,0.000,36.000,0.000,4.087,0.169,0.018,-1.037,2.228,9.364,2.207
a,78483,0.000,0.000,36.000,0.000,3.999,0.077,0.232,0.749,2.218,9.322,2.211
a,78488,0.000,0.000,36.000,0.000,4.087,-0.075,0.018,0.230,2.222,9.363,2.195
a,78491,0.000,0.000,36.000,0.000,4.087,-0.060,0.125,1.008,2.212,9.348,2.209
a,78495,0.000,0.000,36.000,0.000,4.087,0.062,-0.043,-1.572,2.218,9.353,2.186
a,78500,0.000,0.000,36.000,0.000,4.087,0.093,-0.256,1.100,2.212,9.363,2.188
a,78503,0.000,0.000,36.000,0.000,4.087,0.139,-0.134,1.329,2.204,9.347,2.215
a,78508,0.000,0.000,36.000,0.000,4.131,-0.029,0.232,0.215,2.222,9.322,2.195
a,78512,0.000,0.000,36.000,0.000,4.043,-0.014,-0.211,1.070,2.222,9.335,2.198
a,78515,0.000,0.000,36.000,0.000,4.131,0.077,0.080,0.596,2.193,9.335,2.219
a,78519,0.000,0.000,36.000,0.000,4.087,-0.152,0.049,-1.129,2.228,9.378,2.201
a,78523,0.000,0.000,36.000,0.000,4.087,-0.029,0.217,-0.045,2.219,9.377,2.198
a,78527,0.000,0.000,36.000,0.000,4.043,0.077,0.156,-0.213,2.187,9.336,2.200
a,78531,0.000,0.000,36.000,0.000,4.087,0.062,-0.149,-0.106,2.212,9.310,2.228
a,78535,0.000,0.000,36.000,0.000,3.999,0.291,0.186,0.276,2.215,9.349,2.219
a,78540,0.000,0.000,36.000,0.000,4.087,0.032,0.141,0.612,2.217,9.364,2.209
a,78544,0.000,0.000,36.000,0.000,4.131,-0.029,0.003,-0.030,2.199,9.369,2.192
a,78548,0.000,0.000,36.000,0.000,4.043,0.077,0.171,0.703,2.206,9.349,2.209
a,78552,0.000,0.000,36.000,0.000,4.087,-0.075,-0.272,-0.091,2.188,9.349,2.188
a,78555,0.000,0.000,36.000,0.000,4.043,0.062,0.156,-0.488,2.230,9.354,2.200
a,78559,0.000,0.000,36.000,0.000,4.087,0.032,-0.043,-0.411,2.210,9.336,2.213
a,78563,0.000,0.000,36.000,0.000,4.043,0.062,-0.058,-0.595,2.218,9.331,2.201
a,78567,0.000,0.000,36.000,0.000,4.087,0.077,-0.119,-0.381,2.210,9.373,2.207
a,78571,0.000,0.000,36.000,0.000,4.131,-0.090,0.003,-1.236,2.222,9.351,2.198
a,78575,0.000,0.000,36.000,0.000,4.131,0.016,-0.165,-0.518,2.224,9.354,2.201
a,78579,0.000,0.000,36.000,0.000,4.043,0.062,0.125,-0.656,2.215,9.357,2.191
a,78583,0.000,0.000,36.000,0.000,3.999,0.139,0.018,-0.045,2.215,9.353,2.179
a,78587,0.000,0.000,36.000,0.000,4.043,0.062,-0.165,-0.763,2.210,9.357,2.198
a,78591,0.000,0.000,36.000,0.000,4.043,-0.197,0.018,0.230,2.206,9.348,2.191
a,78595,0.000,0.000,36.000,0.000,4.087,0.062,-0.256,-0.274,2.225,9.366,2.209
a,78599,0.000,0.000,36.000,0.000,4.087,-0.213,-0.043,0.123,2.225,9.359,2.205
a,78603,0.000,0.000,36.000,0.000,4.087,0.062,-0.165,-1.190,2.199,9.325,2.215
a,78608,0.000,0.000,36.000,0.000,4.087,0.077,0.232,-0.060,2.224,9.359,2.221
a,78611,0.000,0.000,36.000,0.000,4.131,-0.029,0.003,-0.030,2.212,9.371,2.194
a,78615,0.000,0.000,36.000,0.000,3.955,0.016,0.339,-0.106,2.222,9.339,2.205
a,78619,0.000,0.000,36.000,0.000,4.043,-0.045,-0.165,-1.129,2.206,9.363,2.221
a,78623,0.000,0.000,36.000,0.000,4.043,0.062,-0.088,0.092,2.219,9.354,2.191
a,78627,0.000,0.000,36.000,0.000,4.087,-0.152,-0.165,-0.900,2.204,9.354,2.198
a,78631,0.000,0.000,36.000,0.000,3.999,-0.090,0.141,0.718,2.197,9.373,2.188
a,78635,0.000,0.000,36.000,0.000,4.087,-0.197,-0.088,0.230,2.230,9.346,2.195
a,78640,0.000,0.000,36.000,0.000,4.087,-0.060,-0.043,1.833,2.212,9.334,2.194
a,78643,0.000,0.000,36.000,0.000,4.131,0.016,0.156,-1.022,2.217,9.382,2.204
a,78647,0.000,0.000,36.000,0.000,4.087,0.230,0.064,0.001,2.191,9.363,2.218
a,78652,0.000,0.000,36.000,0.000,4.087,0.184,-0.058,-0.320,2.199,9.330,2.198
a,78655,0.000,0.000,36.000,0.000,4.131,-0.213,-0.104,0.016,2.233,9.336,2.176
a,78660,0.000,0.000,36.000,0.000,4.087,-0.197,0.125,0.230,2.194,9.331,2.209
a,78664,0.000,0.000,36.000,0.000,4.087,-0.029,0.064,0.123,2.212,9.353,2.201
a,78668,0.000,0.000,36.000,0.000,3.999,-0.045,0.141,0.230,2.225,9.339,2.211
a,78671,0.000,0.000,36.000,0.000,3.999,-0.106,0.141,-0.869,2.222,9.340,2.193
a,78675,0.000,0.000,36.000,0.000,3.999,0.032,0.018,0.566,2.235,9.361,2.175
a,78679,0.000,0.000,36.000,0.000,4.043,-0.060,-0.088,1.008,2.210,9.330,2.194
a,78683,0.000,0.000,36.000,0.000,3.999,0.077,0.247,0.321,2.217,9.316,2.185
a,78688,0.000,0.000,36.000,0.000,4.043,-0.045,0.003,-0.686,2.212,9.331,2.207
a,78692,0.000,0.000,36.000,0.000,4.087,-0.213,0.156,-1.175,2.224,9.335,2.221
a,78695,0.000,0.000,36.000,0.000,4.087,-0.029,-0.165,0.123,2.234,9.339,2.211
a,78700,0.000,0.000,36.000,0.000,4.131,0.016,0.110,-0.961,2.218,9.325,2.213
a,78704,0.000,0.000,36.000,0.000,4.043,-0.029,0.034,0.612,2.193,9.305,2.173
a,78708,0.000,0.000,36.000,0.000,4.087,-0.090,-0.058,-0.854,2.194,9.324,2.195
a,78711,0.000,0.000,36.000,0.000,3.999,-0.075,0.232,0.215,2.203,9.382,2.206
a,78715,0.000,0.000,36.000,0.000,3.999,-0.029,0.247,0.276,2.243,9.354,2.211
a,78719,0.000,0.000,36.000,0.000,4.043,-0.243,0.141,0.291,2.193,9.330,2.194
a,78723,0.000,0.000,36.000,0.000,4.087,0.032,0.125,-0.411,2.230,9.328,2.206
a,78727,0.000,0.000,36.000,0.000,4.043,0.016,-0.195,-0.213,2.233,9.335,2.211
a,78731,0.000,0.000,36.000,0.000,4.131,-0.029,0.003,-0.411,2.194,9.339,2.215
a,78735,0.000,0.000,36.000,0.000,4.043,-0.136,-0.058,-0.259,2.234,9.345,2.209
a,78739,0.000,0.000,36.000,0.000,3.999,0.047,0.064,-1.144,2.212,9.355,2.209
a,78743,0.000,0.000,36.000,0.000,3.955,0.032,0.232,0.596,2.209,9.324,2.204
a,78748,0.000,0.000,36.000,0.000,4.087,-0.045,0.034,0.505,2.201,9.337,2.195
a,78751,0.000,0.000,36.000,0.000,4.087,-0.029,0.141,0.779,2.218,9.339,2.204
a,78755,0.000,0.000,36.000,0.000,4.087,0.123,0.217,-0.824,2.219,9.345,2.213
a,78759,0.000,0.000,36.000,0.000,4.087,-0.213,-0.226,-0.900,2.203,9.324,2.213
a,78763,0.000,0.000,36.000,0.000,4.043,-0.029,-0.058,0.123,2.230,9.323,2.195
a,78767,0.000,0.000,36.000,0.000,4.087,-0.121,-0.088,1.008,2.219,9.365,2.195
a,78771,0.000,0.000,36.000,0.000,4.087,-0.182,-0.104,2.047,2.224,9.334,2.200
a,78775,0.000,0.000,36.000,0.000,4.131,0.047,-0.211,-1.037,2.219,9.304,2.189
a,78779,0.000,0.000,36.000,0.000,4.131,-0.075,-0.134,0.352,2.233,9.342,2.188
a,78783,0.000,0.000,36.000,0.000,4.087,0.062,0.049,0.321,2.212,9.354,2.206
a,78787,0.000,0.000,36.000,0.000,4.087,-0.197,0.064,0.612,2.234,9.357,2.204
a,78792,0.000,0.000,36.000,0.000,4.043,-0.152,0.339,-1.297,2.203,9.345,2.206
a,78795,0.000,0.000,36.000,0.000,4.043,0.062,-0.226,-0.763,2.212,9.353,2.176
a,78799,0.000,0.000,36.000,0.000,4.043,-0.045,-0.149,-1.175,2.235,9.348,2.169
a,78803,0.000,0.000,36.000,0.000,4.087,0.047,-0.149,-0.701,2.222,9.339,2.188
a,78807,0.000,0.000,36.000,0.000,3.955,-0.014,0.080,1.604,2.197,9.345,2.191
a,78812,0.000,0.000,36.000,0.000,4.087,-0.182,0.018,1.665,2.217,9.335,2.219
a,78816,0.000,0.000,36.000,0.000,4.087,0.139,-0.058,0.108,2.217,9.334,2.204
a,78819,0.000,0.000,36.000,0.000,4.043,0.184,-0.043,0.108,2.206,9.353,2.204
a,78823,0.000,0.000,36.000,0.000,4.131,0.245,0.110,-0.045,2.186,9.328,2.179
a,78827,0.000,0.000,36.000,0.000,4.131,-0.075,0.080,0.291,2.240,9.351,2.207
a,78831,0.000,0.000,36.000,0.000,4.087,-0.075,0.064,-0.091,2.251,9.339,2.211
a,78835,0.000,0.000,36.000,0.000,4.087,0.032,0.018,-0.152,2.222,9.299,2.201
a,78840,0.000,0.000,36.000,0.000,4.043,0.291,0.018,0.276,2.204,9.325,2.176
a,78843,0.000,0.000,36.000,0.000,4.043,0.184,-0.043,0.001,2.217,9.335,2.219
a,78848,0.000,0.000,36.000,0.000,4.087,0.245,0.003,-0.106,2.201,9.312,2.227
a,78851,0.000,0.000,36.000,0.000,4.043,0.016,0.095,0.550,2.209,9.347,2.212
a,78855,0.000,0.000,36.000,0.000,4.131,0.077,-0.043,-0.274,2.215,9.319,2.185
a,78859,0.000,0.000,36.000,0.000,4.043,0.032,-0.043,-0.152,2.217,9.340,2.179
a,78863,0.000,0.000,36.000,0.000,3.999,-0.090,-0.333,-1.450,2.204,9.335,2.198
a,78867,0.000,0.000,36.000,0.000,3.999,-0.060,-0.043,1.176,2.209,9.307,2.204
a,78871,0.000,0.000,36.000,0.000,4.043,0.184,-0.027,0.444,2.240,9.322,2.224
a,78875,0.000,0.000,36.000,0.000,3.999,-0.060,-0.104,-0.900,2.197,9.310,2.170
a,78879,0.000,0.000,36.000,0.000,4.043,0.139,0.232,0.199,2.234,9.293,2.186
a,78883,0.000,0.000,36.000,0.000,4.043,-0.152,0.080,0.230,2.210,9.327,2.170
a,78887,0.000,0.000,36.000,0.000,3.999,-0.029,-0.119,0.016,2.212,9.297,2.200
a,78892,0.000,0.000,36.000,0.000,4.043,0.077,-0.165,0.169,2.210,9.340,2.209
a,78895,0.000,0.000,36.000,0.000,4.043,0.032,0.049,-0.030,2.210,9.331,2.188
a,78899,0.000,0.000,36.000,0.000,4.087,0.169,-0.058,-0.869,2.233,9.324,2.224
a,78903,0.000,0.000,36.000,0.000,4.131,-0.090,-0.149,-1.663,2.206,9.334,2.206
a,78907,0.000,0.000,36.000,0.000,4.043,-0.136,0.049,-0.305,2.219,9.295,2.195
a,78911,0.000,0.000,36.000,0.000,3.999,0.062,-0.043,-1.190,2.210,9.335,2.185
a,78915,0.000,0.000,36.000,0.000,4.087,-0.029,0.080,2.154,2.225,9.299,2.205
a,78919,0.000,0.000,36.000,0.000,3.999,0.001,-0.073,-1.938,2.224,9.311,2.204
a,78923,0.000,0.000,36.000,0.000,4.043,0.032,-0.119,-0.198,2.230,9.319,2.201
a,78927,0.000,0.000,36.000,0.000,3.999,0.077,-0.058,-0.320,2.203,9.317,2.182
a,78931,0.000,0.000,36.000,0.000,4.131,-0.106,-0.104,-0.686,2.203,9.327,2.201
a,78936,0.000,0.000,36.000,0.000,4.087,-0.121,0.125,0.886,2.215,9.305,2.185
a,78940,0.000,0.000,36.000,0.000,3.999,0.093,0.018,1.375,2.228,9.328,2.173
a,78944,0.000,0.000,36.000,0.000,4.043,-0.152,0.156,-0.854,2.215,9.353,2.194
a,78947,0.000,0.000,36.000,0.000,3.999,-0.029,-0.043,0.016,2.194,9.330,2.204
a,78951,0.000,0.000,36.000,0.000,4.043,0.077,0.049,-0.167,2.194,9.315,2.221
a,78955,0.000,0.000,36.000,0.000,4.087,-0.197,0.156,0.184,2.210,9.328,2.213
a,78960,0.000,0.000,36.000,0.000,4.043,0.077,0.064,-0.106,2.209,9.339,2.185
a,78964,0.000,0.000,36.000,0.000,4.043,0.032,0.034,0.352,2.228,9.311,2.198
a,78968,0.000,0.000,36.000,0.000,4.043,0.139,-0.027,1.100,2.234,9.295,2.203
a,78972,0.000,0.000,36.000,0.000,4.043,-0.258,0.324,-1.190,2.199,9.306,2.195
a,78975,0.000,0.000,36.000,0.000,4.087,-0.090,-0.043,-0.640,2.201,9.328,2.195
a,78979,0.000,0.000,36.000,0.000,3.999,-0.121,0.034,1.115,2.219,9.264,2.194
a,78983,0.000,0.000,36.000,0.000,4.043,-0.029,0.171,0.398,2.224,9.293,2.191
a,78988,0.000,0.000,36.000,0.000,4.043,0.230,0.003,-0.869,2.212,9.292,2.180
a,78992,0.000,0.000,36.000,0.000,3.999,-0.029,-0.195,0.505,2.197,9.303,2.211
a,78995,0.000,0.000,36.000,0.000,4.043,0.047,0.018,-0.701,2.215,9.319,2.206
