HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH
a,175715,47.000,24.435,80.000,-1.340,27.215,0.095
a,175720,47.000,24.330,80.000,-1.004,25.505,2.614
a,175725,47.000,24.290,80.000,-0.515,26.528,0.370
a,175730,47.000,24.332,80.000,0.111,24.955,-2.302
a,175735,47.000,24.398,80.000,0.263,27.459,2.980
a,175740,47.000,24.273,80.000,-1.141,26.345,-0.088
a,175745,47.000,24.499,80.000,1.454,28.222,-0.898
a,175750,47.000,24.662,80.000,0.966,28.329,-0.760
a,175755,47.000,24.972,80.000,2.050,27.215,0.629
a,175760,47.000,25.108,80.000,0.722,27.917,0.522
a,175765,47.000,25.041,80.000,-0.759,25.551,0.568
a,175770,47.000,25.133,80.000,0.386,29.047,-1.111
a,175775,47.000,25.100,80.000,-0.546,28.574,0.018
a,175780,47.000,25.374,80.000,1.744,28.329,1.805
a,175785,47.000,25.323,80.000,-0.698,29.093,2.904
a,175790,47.000,25.276,80.000,-0.637,26.879,-1.081
a,175795,47.000,25.413,80.000,0.706,29.764,1.606
a,175800,47.000,25.412,80.000,-0.301,27.749,0.232
a,175805,47.000,25.782,80.000,2.431,29.520,-1.249
a,175810,47.000,25.722,80.000,-0.790,28.711,2.660
a,175815,47.000,25.884,80.000,0.889,27.383,0.308
a,175820,47.000,25.863,80.000,-0.515,29.734,1.621
a,175825,47.000,25.910,80.000,0.034,26.864,-0.608
a,175830,47.000,26.117,80.000,1.180,29.963,1.087
a,175835,47.000,26.084,80.000,-0.591,28.085,2.385
a,175840,47.000,26.280,80.000,1.103,28.818,0.034
a,175845,47.000,26.306,80.000,-0.195,30.879,0.278
a,175850,47.000,26.371,80.000,0.111,29.169,-1.203
a,175855,47.000,26.506,80.000,0.615,30.864,-0.272
a,175860,47.000,26.466,80.000,-0.698,30.360,3.011
a,175865,47.000,26.653,80.000,1.012,29.734,-2.806
a,175870,47.000,26.601,80.000,-0.790,30.314,1.805
a,175875,47.000,26.468,80.000,-1.355,28.711,-0.501
a,175880,47.000,26.753,80.000,1.744,30.253,-2.379
a,175885,47.000,26.630,80.000,-1.324,31.597,2.446
a,175890,47.000,26.547,80.000,-1.004,31.138,0.202
a,175895,47.000,26.588,80.000,-0.088,32.375,-0.333
a,175900,47.000,26.318,80.000,-2.378,31.612,-0.943
a,175905,47.000,26.448,80.000,0.615,31.566,-1.157
a,175910,47.000,26.337,80.000,-1.187,32.238,2.324
a,175915,47.000,26.266,80.000,-0.851,30.451,1.347
a,175920,47.000,26.236,80.000,-0.561,32.955,2.049
a,175925,47.000,26.164,80.000,-0.836,29.795,-2.608
a,175930,47.000,26.475,80.000,1.989,32.818,-0.913
a,175935,47.000,26.360,80.000,-1.187,31.077,2.385
a,175940,47.000,26.463,80.000,0.431,31.841,-0.302
a,175945,47.000,26.225,80.000,-2.103,32.222,1.072
a,175950,47.000,26.152,80.000,-0.820,30.177,-0.623
a,175955,47.000,26.039,80.000,-1.141,32.818,0.629
a,175960,47.000,26.130,80.000,0.401,31.597,0.324
a,175965,47.000,25.974,80.000,-1.431,31.352,2.156
a,175970,47.000,25.681,80.000,-2.408,29.490,2.171
a,175975,47.000,25.511,80.000,-1.477,31.322,0.797
a,175980,47.000,25.450,80.000,-0.637,29.871,-1.279
a,175985,47.000,25.497,80.000,0.157,31.673,-0.256
a,175990,47.000,25.314,80.000,-1.538,29.993,1.789
a,175995,47.000,24.922,80.000,-3.065,30.360,1.545
a,176000,47.000,24.790,80.000,-1.095,30.909,-0.699
a,176005,47.000,24.562,80.000,-1.798,31.047,1.133
a,176010,47.000,24.631,80.000,0.431,31.368,1.988
a,176015,47.000,24.385,80.000,-1.904,30.528,0.782
a,176020,47.000,24.255,80.000,-1.004,29.444,0.110
a,176025,47.000,24.294,80.000,0.248,31.077,1.744
a,176030,47.000,24.065,80.000,-1.721,28.513,0.614
a,176035,47.000,23.952,80.000,-0.851,30.390,1.118
a,176040,47.000,23.897,80.000,-0.393,28.955,-1.737
a,176045,47.000,23.665,80.000,-1.706,29.795,2.980
a,176050,47.000,23.370,80.000,-2.133,28.085,3.423
a,176055,47.000,23.166,80.000,-1.446,30.238,-0.638
a,176060,47.000,22.926,80.000,-1.675,28.711,-2.623
a,176065,47.000,22.907,80.000,-0.042,31.245,3.683
a,176070,47.000,22.521,80.000,-2.744,29.383,1.362
a,176075,47.000,22.242,80.000,-1.920,30.635,-1.569
a,176080,47.000,21.690,80.000,-3.904,30.039,1.469
a,176085,47.000,21.427,80.000,-1.721,31.566,0.446
a,176090,47.000,21.109,80.000,-2.103,31.016,0.308
a,176095,47.000,20.847,80.000,-1.630,29.688,0.858
a,176100,47.000,20.629,80.000,-1.278,29.230,2.247
a,176105,47.000,20.327,80.000,-1.859,26.757,0.904
a,176110,47.000,20.205,80.000,-0.485,26.482,-0.195
a,176115,47.000,20.099,80.000,-0.332,24.360,0.461
a,176120,47.000,20.293,80.000,1.897,24.589,1.026
a,176125,47.000,20.469,80.000,1.760,22.345,3.484
a,176130,47.000,20.784,80.000,2.752,22.864,1.377
a,176135,47.000,20.811,80.000,0.615,20.070,0.110
a,176140,47.000,21.058,80.000,2.218,22.055,-0.150
a,176145,47.000,21.256,80.000,1.836,20.665,-1.646
a,176150,47.000,21.360,80.000,1.088,22.161,0.538
a,176155,47.000,21.651,80.000,2.447,23.444,3.331
a,176160,47.000,21.591,80.000,-0.195,24.207,5.484
a,176165,47.000,21.625,80.000,0.492,24.558,4.064
a,176170,47.000,21.275,80.000,-2.332,22.726,2.629
a,176175,47.000,21.316,80.000,0.554,26.833,-4.348
a,176180,47.000,21.275,80.000,-0.027,24.207,2.858
a,176185,47.000,21.398,80.000,1.164,25.932,0.064
a,176190,47.000,21.455,80.000,0.676,24.024,1.102
a,176195,47.000,21.422,80.000,0.004,24.177,1.850
a,176200,47.000,21.427,80.000,0.309,22.574,0.492
a,176205,47.000,21.302,80.000,-0.668,23.093,1.866
a,176210,47.000,21.438,80.000,1.271,23.795,0.797
a,176215,47.000,21.443,80.000,0.294,22.787,0.324
a,176220,47.000,21.615,80.000,1.515,23.719,1.621
a,176225,47.000,21.767,80.000,1.363,22.299,1.820
a,176230,47.000,21.685,80.000,-0.408,23.826,2.507
a,176235,47.000,21.640,80.000,-0.118,23.032,3.667
a,176240,47.000,21.395,80.000,-1.599,22.925,5.942
a,176245,47.000,21.376,80.000,0.096,23.795,-1.081
a,176250,47.000,21.214,80.000,-0.958,23.581,-0.058
a,176255,47.000,21.251,80.000,0.508,25.138,1.286
a,176260,47.000,21.415,80.000,1.470,23.245,3.286
a,176265,47.000,21.412,80.000,0.202,23.764,0.675
a,176270,47.000,21.374,80.000,-0.042,22.131,1.683
a,176275,47.000,21.200,80.000,-1.049,22.757,1.454
a,176280,47.000,21.531,80.000,2.691,23.688,-5.066
a,176285,47.000,21.488,80.000,-0.118,24.406,-2.317
a,176290,47.000,21.576,80.000,0.844,24.451,1.988
a,176295,47.000,21.421,80.000,-0.973,25.291,2.370
a,176300,47.000,21.320,80.000,-0.546,24.848,2.263
a,176305,47.000,21.037,80.000,-1.904,25.780,-0.073
a,176310,47.000,21.051,80.000,0.340,24.940,0.293
a,176315,47.000,20.865,80.000,-1.141,24.390,-0.058
a,176320,47.000,20.948,80.000,0.889,23.245,-0.302
a,176325,47.000,20.727,80.000,-1.370,22.971,4.079
a,176330,47.000,20.688,80.000,0.004,22.100,-0.943
a,176335,47.000,20.414,80.000,-1.737,22.482,0.263
a,176340,47.000,20.509,80.000,1.027,22.818,1.240
a,176345,47.000,20.408,80.000,-0.439,22.299,0.278
a,176350,47.000,20.578,80.000,1.561,23.551,-0.363
a,176355,47.000,20.435,80.000,-0.759,22.482,0.980
a,176360,47.000,20.169,80.000,-1.675,23.200,-0.714
a,176365,47.000,19.876,80.000,-1.828,21.948,1.301
a,176370,47.000,19.639,80.000,-1.385,22.345,2.202
a,176375,47.000,19.704,80.000,0.874,22.680,-1.966
a,176380,47.000,19.525,80.000,-0.943,22.161,2.385
a,176385,47.000,19.611,80.000,1.027,22.848,1.362
a,176390,47.000,19.414,80.000,-1.065,21.673,1.301
a,176395,47.000,19.516,80.000,1.164,21.734,-0.867
a,176400,47.000,19.419,80.000,-0.332,22.604,-2.195
a,176405,47.000,19.649,80.000,2.096,22.406,1.850
a,176410,47.000,19.777,80.000,1.302,23.658,2.064
a,176415,47.000,19.682,80.000,-0.332,20.207,-1.600
a,176420,47.000,19.806,80.000,1.271,22.253,-0.150
a,176425,47.000,19.692,80.000,-0.485,20.803,-0.424
a,176430,47.000,19.986,80.000,2.538,21.077,-1.905
a,176435,47.000,20.207,80.000,1.958,21.734,-2.837
a,176440,47.000,20.111,80.000,-0.424,22.222,2.736
a,176445,47.000,20.165,80.000,0.676,23.597,0.950
a,176450,47.000,19.993,80.000,-0.988,21.764,-0.241
a,176455,47.000,20.194,80.000,1.790,22.650,-0.577
a,176460,47.000,20.093,80.000,-0.469,22.345,4.599
a,176465,47.000,20.169,80.000,0.859,21.535,0.110
a,176470,47.000,20.074,80.000,-0.439,22.787,-0.211
a,176475,47.000,20.144,80.000,0.813,21.383,0.980
a,176480,47.000,20.366,80.000,1.912,23.001,3.652
a,176485,47.000,20.409,80.000,0.569,22.009,5.179
a,176490,47.000,20.468,80.000,0.691,21.322,0.797
a,176495,47.000,20.374,80.000,-0.469,22.574,0.904
a,176500,47.000,20.381,80.000,0.309,21.261,-0.669
a,176505,47.000,20.431,80.000,0.599,23.352,2.614
a,176510,47.000,20.515,80.000,0.859,21.734,-1.554
a,176515,47.000,20.590,80.000,0.783,22.238,-0.241
a,176520,47.000,20.438,80.000,-0.897,20.696,0.889
a,176525,47.000,20.668,80.000,1.943,21.612,0.476
a,176530,47.000,20.583,80.000,-0.408,20.680,0.476
a,176535,47.000,20.826,80.000,2.019,21.566,-0.989
a,176540,47.000,20.785,80.000,-0.133,22.925,0.980
a,176545,47.000,20.594,80.000,-1.202,20.177,-1.783
a,176550,47.000,20.557,80.000,-0.088,23.978,-1.646
a,176555,47.000,20.409,80.000,-0.882,21.856,-1.310
a,176560,47.000,20.656,80.000,2.050,22.971,0.156
a,176565,47.000,20.543,80.000,-0.622,21.077,0.919
a,176570,47.000,20.603,80.000,0.676,20.238,-0.424
a,176575,47.000,20.577,80.000,0.019,21.810,0.079
a,176580,47.000,20.798,80.000,1.851,21.368,1.637
a,176585,47.000,20.887,80.000,0.844,21.841,-3.982
a,176590,47.000,20.953,80.000,0.676,20.726,0.095
a,176595,47.000,21.040,80.000,0.798,22.971,3.469
a,176600,47.000,20.901,80.000,-0.866,21.016,-0.501
a,176605,47.000,21.157,80.000,2.050,23.490,-0.699
a,176610,47.000,21.123,80.000,-0.118,22.192,-1.630
a,176615,47.000,21.383,80.000,2.065,22.375,0.919
a,176620,47.000,21.451,80.000,0.599,23.795,2.553
a,176625,47.000,21.561,80.000,0.920,22.268,0.431
a,176630,47.000,21.773,80.000,1.638,24.284,-3.539
a,176635,47.000,21.699,80.000,-0.469,21.154,-1.188
a,176640,47.000,21.938,80.000,1.836,23.398,0.232
a,176645,47.000,21.883,80.000,-0.362,23.032,-0.485
a,176650,47.000,22.007,80.000,0.966,23.093,0.110
a,176655,47.000,21.777,80.000,-1.675,23.856,-2.562
a,176660,47.000,21.732,80.000,-0.271,23.169,-1.066
a,176665,47.000,21.684,80.000,-0.317,25.658,1.530
a,176670,47.000,21.666,80.000,-0.072,24.177,1.560
a,176675,47.000,21.570,80.000,-0.653,24.803,6.828
a,176680,47.000,21.549,80.000,-0.057,22.406,1.148
a,176685,47.000,21.551,80.000,0.096,24.497,-4.562
a,176690,47.000,21.531,80.000,-0.057,23.551,-0.485
a,176695,47.000,21.716,80.000,1.454,24.177,-1.768
a,176700,47.000,21.750,80.000,0.340,22.192,0.141
a,176705,47.000,21.704,80.000,-0.271,22.925,0.232
a,176710,47.000,21.572,80.000,-0.897,23.138,0.660
a,176715,47.000,21.308,80.000,-1.874,24.146,0.415
a,176720,47.000,21.319,80.000,0.187,25.291,-3.035
a,176725,47.000,21.237,80.000,-0.515,25.658,2.614
a,176730,47.000,21.369,80.000,1.073,26.207,-0.852
a,176735,47.000,21.295,80.000,-0.439,24.360,1.209
a,176740,47.000,21.112,80.000,-1.248,24.635,1.255
a,176745,47.000,21.041,80.000,-0.393,24.528,-2.760
a,176750,47.000,21.010,80.000,-0.088,24.345,0.660
a,176755,47.000,20.995,80.000,0.019,25.612,0.507
a,176760,47.000,21.049,80.000,0.554,23.841,-1.432
a,176765,47.000,20.777,80.000,-1.859,22.757,1.270
a,176770,47.000,20.882,80.000,0.951,24.650,2.171
a,176775,47.000,20.688,80.000,-1.263,23.001,-1.386
a,176780,47.000,20.431,80.000,-1.721,24.284,-2.470
a,176785,47.000,20.387,80.000,-0.118,24.467,0.171
a,176790,47.000,20.263,80.000,-0.714,24.803,1.240
a,176795,47.000,20.370,80.000,1.012,24.711,-1.707
a,176800,47.000,20.210,80.000,-0.973,24.451,1.484
a,176805,47.000,20.138,80.000,-0.317,25.474,1.683
a,176810,47.000,19.878,80.000,-1.675,23.383,-0.974
a,176815,47.000,19.632,80.000,-1.569,25.032,1.423
a,176820,47.000,19.508,80.000,-0.622,23.963,0.843
a,176825,47.000,19.161,80.000,-2.271,24.711,-0.760
a,176830,47.000,19.166,80.000,0.370,24.451,0.354
a,176835,47.000,18.904,80.000,-1.599,24.085,2.522
a,176840,47.000,18.760,80.000,-0.683,22.711,-0.256
a,176845,47.000,18.675,80.000,-0.240,23.474,1.637
a,176850,47.000,18.652,80.000,0.233,22.406,-1.172
a,176855,47.000,18.498,80.000,-0.729,22.222,0.583
a,176860,47.000,18.617,80.000,1.302,22.482,0.644
a,176865,47.000,18.479,80.000,-0.607,21.535,0.003
a,176870,47.000,18.427,80.000,0.050,20.864,2.324
a,176875,47.000,18.196,80.000,-1.294,22.100,1.621
a,176880,47.000,18.048,80.000,-0.637,20.833,-3.371
a,176885,47.000,17.912,80.000,-0.561,23.245,3.011
a,176890,47.000,17.809,80.000,-0.301,22.818,1.484
a,176895,47.000,17.391,80.000,-2.637,23.581,-0.562
a,176900,47.000,17.090,80.000,-1.737,24.390,2.431
a,176905,47.000,16.792,80.000,-1.691,24.390,-0.592
a,176910,47.000,16.525,80.000,-1.385,21.597,1.744
a,176915,47.000,16.273,80.000,-1.278,23.245,1.179
a,176920,47.000,16.065,80.000,-0.912,22.085,4.293
a,176925,47.000,15.790,80.000,-1.385,21.245,1.362
a,176930,47.000,15.369,80.000,-2.424,20.421,-0.546
a,176935,47.000,15.135,80.000,-1.004,20.360,1.377
a,176940,47.000,15.081,80.000,0.370,19.490,-1.279
a,176945,47.000,15.205,80.000,1.668,20.100,-0.684
a,176950,47.000,15.190,80.000,0.660,17.169,4.370
a,176955,47.000,15.134,80.000,0.355,16.436,2.828
a,176960,47.000,15.046,80.000,0.141,14.665,7.072
a,176965,47.000,15.187,80.000,1.836,15.352,-1.798
a,176970,47.000,15.240,80.000,1.164,15.077,3.087
a,176975,47.000,15.465,80.000,2.401,16.574,-0.577
a,176980,47.000,15.395,80.000,0.202,15.337,-0.134
a,176985,47.000,15.322,80.000,0.157,17.658,0.431
a,176990,47.000,15.107,80.000,-0.897,17.917,2.400
a,176995,47.000,15.046,80.000,0.248,19.123,-0.669
a,177000,47.000,14.983,80.000,0.248,17.658,2.583
a,177005,47.000,15.074,80.000,1.378,18.787,-0.501
a,177010,47.000,15.038,80.000,0.447,16.650,-0.684
a,177015,47.000,15.025,80.000,0.615,17.077,1.286
a,177020,47.000,14.877,80.000,-0.362,14.696,1.133
a,177025,47.000,14.963,80.000,1.347,17.245,-2.119
a,177030,47.000,14.925,80.000,0.431,15.810,2.049
a,177035,47.000,15.073,80.000,1.790,17.703,2.629
a,177040,47.000,15.072,80.000,0.676,16.436,0.018
a,177045,47.000,15.088,80.000,0.783,17.688,1.270
a,177050,47.000,14.919,80.000,-0.591,17.077,3.026
a,177055,47.000,14.960,80.000,0.981,17.306,-2.134
a,177060,47.000,14.835,80.000,-0.240,15.917,-0.272
a,177065,47.000,15.020,80.000,2.034,18.253,-0.256
a,177070,47.000,14.970,80.000,0.294,15.856,1.255
a,177075,47.000,15.031,80.000,1.103,17.383,0.599
a,177080,47.000,14.890,80.000,-0.378,15.047,0.446
a,177085,47.000,14.887,80.000,0.630,17.337,-2.058
a,177090,47.000,14.868,80.000,0.538,14.589,0.690
a,177095,47.000,14.876,80.000,0.706,16.864,3.789
a,177100,47.000,14.921,80.000,0.996,15.658,0.018
a,177105,47.000,14.880,80.000,0.325,17.138,2.919
a,177110,47.000,15.087,80.000,2.187,15.871,4.950
a,177115,47.000,14.978,80.000,-0.195,16.055,-0.241
a,177120,47.000,15.210,80.000,2.325,18.299,-0.730
a,177125,47.000,15.124,80.000,-0.057,17.276,1.392
a,177130,47.000,15.378,80.000,2.447,19.230,-0.180
a,177135,47.000,15.390,80.000,0.645,16.925,-0.440
a,177140,47.000,15.406,80.000,0.660,18.406,-1.432
a,177145,47.000,15.338,80.000,0.050,16.757,3.133
a,177150,47.000,15.611,80.000,2.554,18.604,-0.073
a,177155,47.000,15.616,80.000,0.554,17.352,0.400
a,177160,47.000,15.775,80.000,1.699,16.925,-0.638
a,177165,47.000,15.966,80.000,1.928,15.993,1.499
a,177170,47.000,16.202,80.000,2.218,16.894,0.858
a,177175,47.000,16.431,80.000,2.157,15.810,-2.470
a,177180,47.000,16.596,80.000,1.638,17.444,4.324
a,177185,47.000,17.064,80.000,3.867,17.001,0.217
a,177190,47.000,17.112,80.000,0.722,15.154,-0.623
a,177195,47.000,17.420,80.000,2.615,17.001,-1.661
a,177200,47.000,17.444,80.000,0.492,16.299,3.408
a,177205,47.000,17.798,80.000,2.920,17.322,0.476
a,177210,47.000,17.932,80.000,1.256,16.375,-0.852
a,177215,47.000,18.363,80.000,3.439,17.169,1.942
a,177220,47.000,18.655,80.000,2.355,17.841,0.385
a,177225,47.000,18.934,80.000,2.248,15.535,0.446
a,177230,47.000,19.245,80.000,2.431,18.055,-2.195
a,177235,47.000,19.452,80.000,1.638,17.306,-3.295
a,177240,47.000,19.943,80.000,3.683,20.100,0.156
a,177245,47.000,20.184,80.000,1.805,18.055,3.118
a,177250,47.000,20.549,80.000,2.676,20.039,-0.959
a,177255,47.000,20.681,80.000,0.920,19.581,0.003
a,177260,47.000,21.152,80.000,3.409,20.253,-0.195
a,177265,47.000,21.341,80.000,1.286,19.520,-0.867
a,177270,47.000,21.797,80.000,3.225,21.184,0.614
a,177275,47.000,21.900,80.000,0.554,21.673,0.797
a,177280,47.000,22.081,80.000,1.134,21.673,0.904
a,177285,47.000,22.179,80.000,0.477,23.871,-1.539
a,177290,47.000,22.311,80.000,0.722,23.795,0.919
a,177295,47.000,22.372,80.000,0.157,26.253,-0.226
a,177300,47.000,22.436,80.000,0.202,24.421,1.408
a,177305,47.000,22.491,80.000,0.111,26.726,-2.608
a,177310,47.000,22.302,80.000,-1.675,25.016,-1.081
a,177315,47.000,22.284,80.000,-0.408,26.803,0.782
a,177320,47.000,22.148,80.000,-1.233,24.177,-0.134
a,177325,47.000,22.415,80.000,1.744,25.993,3.118
a,177330,47.000,22.382,80.000,-0.485,25.047,3.102
a,177335,47.000,22.605,80.000,1.424,24.604,-0.669
a,177340,47.000,22.580,80.000,-0.439,24.848,-1.386
a,177345,47.000,22.898,80.000,2.111,25.184,-1.401
a,177350,47.000,23.115,80.000,1.317,26.421,0.797
a,177355,47.000,23.587,80.000,3.195,26.207,0.843
a,177360,47.000,23.645,80.000,0.096,24.696,0.675
a,177365,47.000,23.979,80.000,2.126,25.474,3.774
a,177370,47.000,24.186,80.000,1.149,26.146,3.484
a,177375,47.000,24.607,80.000,2.737,25.261,1.270
a,177380,47.000,24.845,80.000,1.317,26.665,-0.516
a,177385,47.000,25.308,80.000,2.981,24.803,1.347
a,177390,47.000,25.638,80.000,1.928,27.703,1.331
a,177395,47.000,25.807,80.000,0.722,26.009,-0.317
a,177400,47.000,26.192,80.000,2.279,28.742,0.492
a,177405,47.000,26.197,80.000,-0.546,26.238,0.186
a,177410,47.000,26.591,80.000,2.325,28.864,0.354
a,177415,47.000,26.593,80.000,-0.622,28.742,1.438
a,177420,47.000,26.704,80.000,0.187,29.764,1.133
a,177425,47.000,26.705,80.000,-0.653,31.016,1.087
a,177430,47.000,26.731,80.000,-0.439,30.390,-0.562
a,177435,47.000,27.023,80.000,1.515,31.673,0.934
a,177440,47.000,27.024,80.000,-0.637,29.612,4.965
a,177445,47.000,27.202,80.000,0.676,30.635,1.499
a,177450,47.000,27.176,80.000,-0.851,30.482,1.087
a,177455,47.000,27.461,80.000,1.454,31.429,-2.394
a,177460,47.000,27.689,80.000,1.012,31.612,-2.608
a,177465,47.000,28.167,80.000,2.844,31.505,-0.455
a,177470,47.000,28.343,80.000,0.584,30.055,-0.409
a,177475,47.000,28.552,80.000,0.828,28.955,-0.272
a,177480,47.000,28.765,80.000,0.828,30.451,-1.004
a,177485,47.000,29.083,80.000,1.592,30.665,-2.379
a,177490,47.000,29.340,80.000,1.103,31.780,1.255
a,177495,47.000,29.704,80.000,1.867,31.856,1.866
a,177500,47.000,29.931,80.000,0.828,31.734,-2.333
a,177505,47.000,30.275,80.000,1.668,33.062,-2.150
a,177510,47.000,30.357,80.000,-0.301,32.543,1.316
a,177515,47.000,30.820,80.000,2.523,33.459,0.247
a,177520,47.000,31.025,80.000,0.554,34.146,3.484
a,177525,47.000,31.296,80.000,1.042,33.551,4.507
a,177530,47.000,31.309,80.000,-0.897,33.902,2.003
a,177535,47.000,31.608,80.000,1.241,33.535,-1.905
a,177540,47.000,31.841,80.000,0.706,35.581,2.461
a,177545,47.000,32.166,80.000,1.378,35.505,0.782
a,177550,47.000,32.365,80.000,0.401,36.833,0.308
a,177555,47.000,32.411,80.000,-0.729,35.505,3.041
a,177560,47.000,32.492,80.000,-0.469,36.421,0.934
a,177565,47.000,32.577,80.000,-0.439,36.971,0.873
a,177570,47.000,32.824,80.000,0.722,39.612,0.797
a,177575,47.000,32.816,80.000,-1.156,38.055,3.667
a,177580,47.000,32.934,80.000,-0.225,39.123,1.057
a,177585,47.000,32.742,80.000,-2.515,38.940,3.423
a,177590,47.000,32.825,80.000,-0.439,38.360,-2.348
a,177595,47.000,32.762,80.000,-1.538,39.612,1.866
a,177600,47.000,32.950,80.000,0.355,38.925,0.370
a,177605,47.000,32.855,80.000,-1.752,38.986,6.171
a,177610,47.000,32.876,80.000,-0.866,38.085,1.835
a,177615,47.000,32.717,80.000,-2.210,40.039,2.538
a,177620,47.000,32.769,80.000,-0.607,39.184,-1.829
a,177625,47.000,32.715,80.000,-1.401,40.238,3.301
a,177630,47.000,32.704,80.000,-1.049,38.986,3.240
a,177635,47.000,32.597,80.000,-1.767,40.696,1.423
a,177640,47.000,32.380,80.000,-2.546,38.955,2.308
a,177645,47.000,32.214,80.000,-2.149,40.909,1.881
a,177650,47.000,32.145,80.000,-1.385,39.306,-0.379
a,177655,47.000,32.096,80.000,-1.233,39.612,-2.577
a,177660,47.000,32.096,80.000,-0.836,38.925,2.507
a,177665,47.000,32.084,80.000,-0.943,40.345,4.934
a,177670,47.000,31.765,80.000,-3.172,37.993,-1.127
a,177675,47.000,31.545,80.000,-2.439,41.047,2.660
a,177680,47.000,31.224,80.000,-3.141,40.497,-0.882
a,177685,47.000,31.195,80.000,-0.943,41.306,1.866
a,177690,47.000,30.920,80.000,-2.744,39.993,1.927
a,177695,47.000,30.673,80.000,-2.500,39.612,1.148
a,177700,47.000,30.264,80.000,-3.645,38.513,0.156
a,177705,47.000,30.145,80.000,-1.446,38.253,-0.562
a,177710,47.000,29.934,80.000,-2.103,38.070,0.141
a,177715,47.000,30.130,80.000,0.920,39.230,-0.455
a,177720,47.000,29.978,80.000,-1.645,36.909,3.591
a,177725,47.000,29.916,80.000,-0.958,36.619,-0.837
a,177730,47.000,29.676,80.000,-2.271,37.383,3.301
a,177735,47.000,29.656,80.000,-0.607,36.879,-1.844
a,177740,47.000,29.602,80.000,-0.866,38.161,1.316
a,177745,47.000,29.620,80.000,-0.301,36.314,0.828
a,177750,47.000,29.508,80.000,-1.294,38.222,3.606
a,177755,47.000,29.272,80.000,-2.164,35.795,1.759
a,177760,47.000,29.263,80.000,-0.485,38.619,1.087
a,177765,47.000,29.194,80.000,-0.897,35.902,0.278
a,177770,47.000,29.341,80.000,0.691,37.703,0.400
a,177775,47.000,29.128,80.000,-1.966,36.177,1.850
a,177780,47.000,29.040,80.000,-1.019,35.658,2.385
a,177785,47.000,28.833,80.000,-1.904,37.871,1.041
a,177790,47.000,28.600,80.000,-2.057,35.993,3.041
a,177795,47.000,28.529,80.000,-0.866,38.955,0.324
a,177800,47.000,28.163,80.000,-3.019,37.566,0.568
a,177805,47.000,27.914,80.000,-2.118,37.734,1.927
a,177810,47.000,27.405,80.000,-4.027,38.742,-0.134
a,177815,47.000,27.025,80.000,-2.988,36.971,1.454
a,177820,47.000,26.864,80.000,-1.355,39.123,0.324
a,177825,47.000,26.488,80.000,-2.912,37.673,1.789
a,177830,47.000,26.321,80.000,-1.309,36.940,0.690
a,177835,47.000,26.011,80.000,-2.362,37.597,1.316
a,177840,47.000,25.707,80.000,-2.240,33.688,-3.050
a,177845,47.000,25.832,80.000,0.935,36.696,-0.653
a,177850,47.000,25.678,80.000,-1.126,34.329,3.973
a,177855,47.000,25.752,80.000,0.599,33.032,1.896
a,177860,47.000,25.709,80.000,-0.256,30.635,-0.974
a,177865,47.000,26.123,80.000,3.134,30.803,-0.974
a,177870,47.000,26.660,80.000,4.004,29.566,0.385
a,177875,47.000,26.871,80.000,1.561,26.421,0.828
a,177880,47.000,27.333,80.000,3.378,28.360,-1.859
a,177885,47.000,27.629,80.000,2.111,26.909,-0.485
a,177890,47.000,28.191,80.000,4.019,28.680,-0.730
a,177895,47.000,28.387,80.000,1.256,27.627,2.431
a,177900,47.000,28.541,80.000,0.935,27.047,0.308
a,177905,47.000,28.662,80.000,0.645,29.032,-0.562
a,177910,47.000,28.692,80.000,-0.042,29.200,0.400
a,177915,47.000,29.000,80.000,2.004,30.039,0.721
a,177920,47.000,29.223,80.000,1.363,28.818,-0.714
a,177925,47.000,29.530,80.000,1.943,29.551,0.812
a,177930,47.000,29.594,80.000,0.111,29.734,2.125
a,177935,47.000,29.844,80.000,1.500,28.467,-1.508
a,177940,47.000,30.215,80.000,2.325,31.993,-1.814
a,177945,47.000,30.340,80.000,0.492,29.627,2.965
a,177950,47.000,30.684,80.000,2.080,31.398,0.415
a,177955,47.000,30.693,80.000,-0.408,29.688,-0.134
a,177960,47.000,31.024,80.000,1.973,29.520,-0.989
a,177965,47.000,31.298,80.000,1.485,32.467,0.232
a,177970,47.000,31.401,80.000,0.202,31.459,0.828
a,177975,47.000,31.680,80.000,1.485,32.513,-1.188
a,177980,47.000,31.510,80.000,-1.859,32.085,-0.180
a,177985,47.000,31.611,80.000,0.172,32.299,-1.951
a,177990,47.000,31.482,80.000,-1.584,35.581,0.049
a,177995,47.000,31.258,80.000,-2.256,34.497,1.209
a,178000,47.000,31.003,80.000,-2.485,37.520,-0.043
a,178005,47.000,30.382,80.000,-5.156,36.314,1.270
a,178010,47.000,30.050,80.000,-2.973,39.551,0.904
a,178015,47.000,29.301,80.000,-6.011,38.299,0.843
a,178020,47.000,28.885,80.000,-3.477,40.543,-2.088
a,178025,47.000,28.106,80.000,-6.088,37.459,-1.142
a,178030,47.000,27.588,80.000,-4.072,38.513,1.255
a,178035,47.000,26.843,80.000,-5.675,36.864,1.820
a,178040,47.000,26.116,80.000,-5.462,36.940,-0.150
a,178045,47.000,25.573,80.000,-4.027,37.261,-0.241
